지점ID,매점명,주소,전화번호,위도,경도
24655,경북도청점,경북 예천군 호명면 새움3로 20 105호,054-652-3513,36.5762495,128.4890819
24654,아산탕정점,충남 아산시 탕정면 탕정면로8번길 3-12 1동 101호,,36.7983097,127.0592307
24653,가평중앙점,경기 가평군 가평읍 가화로 122 (읍내리),070-7817-7998,37.8305574,127.5136665
24652,군산오식도점,전북 군산시 가도로 189 (오식도동),010-4495-1411,35.9632175,126.5668750
24276,인천차이나타운점,"인천 중구 제물량로 270 (북성동2가, 영인약국,신기루)",,37.4757454,126.6175489
24275,진해경화시장점,경남 창원시 진해구 충장로 357 109호,055-713-7931,35.1539584,128.6912275
24274,인천연수구청점,인천 연수구 원인재로 124 상가동 106호,032-815-1591,37.4084198,126.6807178
24197,광주보건대점,광주 광산구 장신로 306 102호,062-456-2222,35.1906064,126.8435503
24054,강릉주문진점,강원 강릉시 주문진읍 해안로 1735 제7동호 내제102호,033-662-4478,37.8901008,128.8281203
24051,안성아양점,경기 안성시 아양1로 61 109호,031-677-1780,37.0076238,127.2593580
24050,위례중앙점,경기 성남시 수정구 위례광장로 300 중앙타워 1동 110호,070-8803-7779,37.4734648,127.1427026
23934,인천열우물사거리점,인천 부평구 경원대로 1041 (십정동),070-8803-1711,37.4755616,126.6921644
23752,홍제역해링턴점,서울 서대문구 세무서8길 30 상가 근생 3호,070-4795-8225,37.5906012,126.9469521
23505,봉천더울림메트로점,"서울 관악구 관악로 219 (봉천동, 더울림 메트로타워)",02-877-4297,37.4845694,126.9548485
23502,장유율하루브루점,경남 김해시 율하6로 61 성호루브루 111호,055-339-1830,35.1714098,128.8233038
23420,의정부센트럴자이점,경기 의정부시 경의로 115,031-855-5585,37.7332798,127.0485441
23387,인천가좌G타워점,"인천 서구 백범로630번길 16 (가좌동, GJ가좌타워 지식산업센터)",032-710-9449,37.4790586,126.6866112
23374,홍제삼거리점,서울 서대문구 통일로 414 (홍제동),02-6958-9009,37.5864867,126.9470705
23373,사가정역점,"서울 중랑구 면목로 333 (면목동, 조희중산부인과의원)",,37.5817930,127.0884681
23372,의왕포일점,"경기 의왕시 포일세거리로 10 (포일동, 포일프라임타워)",031-421-3331,37.3959802,126.9856300
23371,강남시장점,서울 강남구 압구정로2길 46 지상 1층,,37.5187917,127.0205364
23288,파주LCD점,경기 파주시 월롱면 엘씨디로241번길 8-12 102호,031-947-1939,37.8117540,126.7570688
23283,아산테크노밸리점,충남 아산시 둔포면 아산밸리중앙로 89 105호,041-543-3757,36.9237277,127.0578228
23189,광주용두진아점,"광주 북구 용두마을2길 16 (용두동, 첨단진아리채 아파트)",062-710-9070,35.2190375,126.8751720
23188,감전삼단점,부산 사상구 새벽로167번길 25 (감전동),051-322-7139,35.1562233,128.9818295
23015,목포옥암코아루점,전남 목포시 당가두로 20 (옥암동),,34.8081191,126.4381863
23014,제주삼화점,제주특별자치도 제주시 화삼로 21 101호,070-8900-0408,33.5144286,126.5754404
22809,인천원창점,인천 서구 북항로32번안길 9-20 101호,032-571-7890,37.5090712,126.6462210
22790,시흥장곡점,경기 시흥시 장곡로49번길 14 103호,031-404-2225,37.3782212,126.7830851
22783,대구서재점,대구 달성군 다사읍 궁산2길 12 (서재리),,35.8725464,128.4873911
22782,남양주진접서희스타힐스점,경기 남양주시 진접읍 부평로48번길 110 서희힐스타힐스 1동 112호,,37.7352023,127.1983540
22685,안양IS비즈타워점,경기 안양시 만안구 안양로 260-1 157호,031-420-5024,37.3960566,126.9240005
22678,망미역점,부산 수영구 연수로 308,,35.1723833,129.1042389
22576,전남영광스카이점,전남 영광군 영광읍 월현로 52 (단주리),061-351-8048,35.2799111,126.5002871
22575,의정부산들마을점,경기 의정부시 용현로 155 현대상가 114호,070-8648-0646,37.7408720,127.0932970
22574,송파역점,서울 송파구 송파대로38길 2-9 (송파동),02-6953-2555,37.5001579,127.1124643
22573,평촌자이아이파크점,경기 안양시 동안구 비산로 18 상가 1동 104-A호,031-445-8210,37.4001180,126.9332766
22570,광주노대호수점,"광주 남구 노대실로 46 103,104,105호",062-710-6148,35.1055622,126.9059131
22095,대구퀸스로드점,대구 서구 평리로35길 28,,35.8623004,128.5434603
22094,의정부망월사점,경기 의정부시 평화로 193 (호원동),070-4833-3652,37.7090620,127.0478275
22093,방학신동아점,서울 도봉구 시루봉로 106,02-955-4237,37.6600893,127.0278283
22090,가야롯데캐슬점,부산 부산진구 가야공원로 14 (가야동),,35.1522570,129.0295530
22010,목동중앙하이츠점,서울 양천구 오목로 212 104호,,37.5254465,126.8613396
22009,춘천강원대후문점,강원 춘천시 서부대성로 241 (효자동),,37.8728139,127.7448444
21940,분당차병원점,경기 성남시 분당구 야탑로75번길 9 111호,070-8030-7049,37.4108490,127.1268202
21939,고양화정은빛마을점,경기 고양시 덕양구 화중로138번길 24 (화정동),,37.6391732,126.8336377
21873,전남장성역점,전남 장성군 장성읍 충무길 7 (영천리),061-395-8085,35.3000231,126.7813192
21785,김포운양역점,경기 김포시 김포한강11로 288-19,010-4342-0806,37.6547054,126.6825412
21449,평택역로데오점,경기 평택시 평택2로10번길 34 (평택동),031-656-6838,36.9919930,127.0893500
21448,평택송탄출장소점,경기 평택시 관광특구로 42 대연빌딩 104호,031-663-5727,37.0664950,127.0633074
21413,학장공단점,부산 사상구 대동로 182,,35.1438260,128.9845308
21378,인천주안플러스타워점,인천 미추홀구 주안로 136 (주안동),070-7543-4667,37.4635235,126.6848057
21377,장흥중앙로점,전남 장흥군 장흥읍 중앙로 55-1,061-864-5272,34.6807689,126.9068959
21376,장유월산갑을점,경남 김해시 장유로 186 엠파이어빌딩 2관 101호,070-4647-0166,35.2066218,128.8060308
21375,관악당곡점,서울 관악구 봉천로 227 105호,02-875-0228,37.4900225,126.9271079
21374,인천신기시장점,인천 미추홀구 인하로266번길 3 (주안동),032-223-0843,37.4479844,126.6778163
21373,강릉중앙시장점,강원 강릉시 중앙시장2길 45-1 (성남동),033-641-7511,37.7534629,128.8997710
21372,인천영종넙디점,인천 중구 넙디로 28 미도빌딩2 102호,,37.4840190,126.5075096
21371,인천검단블루텍점,"인천 서구 보듬로 146 (오류동, 메트로밸리)",070-7869-7001,37.5952841,126.6134433
21370,김해삼방동원점,경남 김해시 삼안로 224 105호,055-724-4169,35.2481166,128.9112107
21027,광주신용동휴먼시아점,광주 북구 첨단연신로 240 106호,062-710-1658,35.2077971,126.8582984
21024,광주법원점,광주 동구 지산로 92 (지산동),062-710-5053,35.1518942,126.9332477
21023,방배우성점,서울 서초구 과천대로 946,02-525-1968,37.4750183,126.9821689
21022,대천공원점,부산 해운대구 양운로 182 주상가동 110호,051-704-7214,35.1802354,129.1702840
21021,진주김시민대교점,경남 진주시 에나로 75 (충무공동),055-795-3258,35.1774402,128.1374757
21020,대구만촌메트로점,대구 수성구 동원로 110 321동 106호,053-742-1734,35.8699786,128.6384441
21019,울산중산점,울산 북구 중산로 8 (중산동),052-297-8989,35.6530341,129.3496742
21018,천안쌍용일성점,"충남 천안시 서북구 쌍용17길 37 (쌍용동, 풍세농원)",,36.7971248,127.1227546
21017,남양주마석로터리점,경기 남양주시 화도읍 마석중앙로 60 (창현리),,37.6524363,127.3062930
21016,광주상무자유점,광주 서구 치평로 30 (치평동),062-375-1253,35.1499484,126.8476667
21015,부천상동시장점,경기 부천시 장말로 200 (상동),070-7537-1411,37.4927202,126.7641596
21014,대전가오점,"대전 동구 은어송로 55 (가오동, 그린타워)",042-272-9990,36.3061983,127.4553678
21013,의정부로데오점,경기 의정부시 시민로 128 (의정부동),031-872-7890,37.7381047,127.0492236
21012,오산세마역점,경기 오산시 수목원로 610 108호,031-377-5936,37.1862199,127.0419509
21011,시흥사거리점,서울 금천구 시흥대로 232 (시흥동),02-808-0539,37.4546061,126.9009558
21010,목동남부법원점,서울 양천구 신월로 387 101호,02-2608-4765,37.5226613,126.8639912
19436,광주쌍촌현대점,광주 서구 내방로 239-1,062-716-5662,35.1579463,126.8669053
19435,고양향동점,경기 고양시 덕양구 꽃마을로 68 102호,,37.6009472,126.8937996
19434,광주광주대점,광주 남구 효덕로 299,062-714-1106,35.1099330,126.8962516
19433,인천학익검찰청점,"인천 미추홀구 학익소로 29 (학익동, 석목법조빌딩)",032-864-0008,37.4448032,126.6700763
19432,광주봉선무등점,광주 남구 봉선2로 87 (봉선동),062-710-0531,35.1260959,126.9159490
19431,고양삼송역스칸센점,경기 고양시 덕양구 삼송로 240 202동 185호,070-8691-4272,37.6531850,126.9002254
19430,울산덕하점,"울산 울주군 청량읍 상남길 25 (상남리, 울주상남골드클래스)",052-265-8999,35.4835640,129.3050292
19429,영등포리드원점,서울 영등포구 양산로 91 리드원지식산업센터 111호,070-8648-3849,37.5249609,126.8931368
19428,고양탄현푸르지오점,"경기 고양시 일산서구 탄현로 136 (탄현동, 일산에듀포레푸르지오)",031-922-7046,37.7041474,126.7677263
19427,신풍역점,"서울 영등포구 대방천로 155 (신길동, 신풍두산위브센티움)",070-7005-1960,37.4995838,126.9082597
19426,초읍시장점,부산 부산진구 성지로 83,,35.1779237,129.0534613
19425,장유능동로점,경남 김해시 능동로 31 104호,,35.1968235,128.7968195
19424,인천마크원점,인천 남동구 호구포로 194 마크원지식산업센터 115호,032-520-6111,37.3996838,126.7086507
19423,진주초전점,경남 진주시 초전남로 47 (초전동),070-4007-1837,35.2004861,128.1135022
19422,곰달래사거리점,서울 양천구 곰달래로 48 (신월동),02-000-0999,37.5298610,126.8382081
19421,미사센트럴점,"경기 하남시 미사강변대로 76 (풍산동, 미사베스트프라자)",070-8844-2067,37.5566395,127.1876430
19420,오금교점,서울 구로구 신도림로 7 금강리빙스텔 102호,02-2676-9882,37.5063533,126.8772301
19419,마산봉암공단로점,경남 창원시 마산회원구 봉암공단로 26 (봉암동),055-715-8088,35.2167263,128.6000229
19418,군포송정점,경기 군포시 송부로96번길 12 A121호,031-418-2258,37.3156558,126.9236755
19417,아산배방점,"충남 아산시 배방읍 배방로 49 (공수리, 배방프라자)",010-4715-4647,36.7724603,127.0550792
19416,인천효성e편한세상점,"인천 계양구 효서로 145 (효성동, e편한세상 계양 더프리미어)",070-4793-6556,37.5283531,126.7129970
19415,수원삼성미래기술점,"경기 수원시 영통구 삼성로 130 (매탄동, 삼성전자공업단지)",031-8061-5915,37.2526958,127.0567295
19412,수원역로데오점,"경기 수원시 팔달구 갓매산로 43 (매산로2가, 은성빌딩)",031-255-9002,37.2683004,127.0050061
19411,김포고촌보름초점,경기 김포시 고촌읍 수기로 109 (신곡리),031-996-2330,37.5938460,126.7639539
19410,수원호매실점,경기 수원시 권선구 호매실로104번길 24-61 106호,031-291-1977,37.2588546,126.9626498
19409,광주소촌모아점,광주 광산구 소촌로86번길 16 104-105호,062-710-7557,35.1521189,126.7949632
19408,서귀포토평점,"제주특별자치도 서귀포시 중산간동로 7735 (토평동, 제남할인마트)",,33.2679040,126.5902483
19403,인천작전여고점,인천 계양구 장제로 719-23 (작전동),070-8691-3840,37.5329348,126.7330760
19399,천안풍세점,충남 천안시 동남구 풍세면 풍세산단4로 12-1 103호,041-523-2612,36.7254691,127.1031165
19398,광주상무시티점,광주 서구 상무중앙로28번길 8 102호,062-373-1200,35.1491435,126.8493965
19397,충주성서점,충북 충주시 성서8길 27,043-852-8918,36.9717374,127.9324093
19396,부천쌍용3차점,경기 부천시 석천로 397 203동 21호,,37.5225750,126.7671250
19395,고대안암역점,"서울 성북구 개운사길 22-2 (안암동5가, 상희빌딩)",02-555-5976,37.5873511,127.0294411
19394,광주남구청점,광주 남구 봉선로 12,062-710-6098,35.1319849,126.9021796
19393,양산금산점,경남 양산시 동면 석산1길 17-1 (금산리),055-386-3377,35.3111210,129.0289710
17399,고양탄현이화점,경기 고양시 일산서구 산현로92번길 60 117호,070-4647-3894,37.6894041,126.7708272
17398,용인서천마을점,경기 용인시 기흥구 서천로127번길 11-3 (서천동),,37.2364798,127.0728989
17397,은평응암오거리점,서울 은평구 가좌로 231 (응암동),02-304-2438,37.5903081,126.9166111
17396,명일한영외고점,서울 강동구 구천면로 514 (명일동),02-6338-1854,37.5490645,127.1554445
17395,분당정자역사거리점,경기 성남시 분당구 느티로 27 102호,,37.3687953,127.1075046
17394,은평갈현연서점,서울 은평구 갈현로 208 (갈현동),070-8872-8880,37.6159403,126.9138808
17393,나주남평점,전남 나주시 남평읍 강변1길 8 (동사리),,35.0409193,126.8506185
17392,창원창이대로점,"경남 창원시 의창구 창이대로95번길 6 (명서동, 황제장여관)",,35.2406636,128.6491147
17391,충렬대로점,부산 동래구 충렬대로 404 (안락동),,35.1966489,129.1023817
17388,인천논현에코점,인천 남동구 에코중앙로156번길 1,,37.3913603,126.7260157
17387,다산현대스페이스점,경기 남양주시 다산중앙로19번길 9,,37.6145965,127.1545370
17386,전농래미안크레시티점,"서울 동대문구 답십리로 93 (전농동, 전농성결교회)",,37.5743646,127.0510426
17385,자양하늘채점,서울 광진구 뚝섬로 671 (자양동),02-3437-9981,37.5319744,127.0839827
17384,전농중앙점,서울 동대문구 전농로 114 (답십리동),02-2216-7195,37.5751107,127.0578065
17383,김해삼계아이파크점,경남 김해시 김해대로 1870 상가동 지1층 103호,055-311-4927,35.2589133,128.8645600
17382,부산힘찬병원점,"부산 동래구 충렬대로 255 (수안동, 동래힘찬병원)",051-553-9988,35.2014289,129.0871870
17381,시흥하중동점,경기 시흥시 하중로 119 (하중동),031-315-3336,37.3997668,126.7996943
17380,춘천온의점,강원 춘천시 영서로 2349 (온의동),033-242-0962,37.8690692,127.7155677
17379,광주송정영광통점,광주 광산구 내상로 15-1 (송정동),062-710-7150,35.1402741,126.7956948
17378,의왕오전점,경기 의왕시 오전로 210 102호,,37.3594172,126.9677229
17377,인천송도읍내점,"인천 연수구 신송로 122 (송도동, 송도프라자)",032-833-5412,37.3958290,126.6524290
17376,인천가좌코오롱DS점,인천 서구 가정로151번길 4 102동 11호,010-7931-6199,37.4989358,126.6704694
17375,제기약령시장점,서울 동대문구 약령시로 67-1 (제기동),02-957-1020,37.5830274,127.0375714
17374,신창시장점,서울 도봉구 덕릉로 253 (창동),02-2088-2124,37.6402996,127.0394136
17371,나주대호일등점,"전남 나주시 대호길 92 1층 101호, 102호 일부",061-332-1323,35.0431969,126.7163835
17370,안양남부시장점,경기 안양시 만안구 안양로 260-1 (안양동),,37.3960566,126.9240005
17368,수내양지마을점,경기 성남시 분당구 내정로173번길 11 대명제스트상가 148호,070-4154-1261,37.3749847,127.1181637
17365,서강대점,서울 마포구 백범로 13 102호,070-7711-0010,37.5534480,126.9375060
17364,구산역점,서울 은평구 연서로 144 (대조동),02-6952-2525,37.6116645,126.9176318
17363,광주각화힐스점,광주 북구 동문대로 294 (각화동),062-716-0088,35.1877846,126.9343049
17362,인천옥련시장점,인천 연수구 독배로40번길 7 101호,032-833-4003,37.4244422,126.6453436
17361,세종아름점,"세종특별자치시 보듬3로 100 (아름동, 해피라움1)",044-905-0099,36.5119496,127.2486205
17360,군산미룡점,전북 군산시 미제4길 1 2동,063-471-5512,35.9446429,126.6904824
17359,구일역점,서울 구로구 구일로10길 27,,37.4956952,126.8719364
17341,답십리골든메카점,"서울 동대문구 천호대로69길 12 (답십리동, 골든메카)",02-2212-2224,37.5685008,127.0519021
17340,수원우만점,"경기 수원시 팔달구 중부대로223번길 4 (우만동, 블루하우스)",031-212-4552,37.2761283,127.0409556
17339,은평역말사거리점,서울 은평구 역말로 40 1층 4호,02-356-9886,37.6056424,126.9146908
17338,안동옥동점,경북 안동시 경북대로 427,054-805-8054,36.5668615,128.6985734
17337,송도트리플스트리트점,인천 연수구 송도과학로16번길 33-4,,37.3786561,126.6628323
17336,대전만년점,대전 서구 만년로 20,042-477-4369,36.3672045,127.3750229
17335,사천벌리점,경남 사천시 주공로 24 (벌리동),055-835-2378,34.9402390,128.0867594
17334,경주양남점,경북 경주시 양남면 동해안로 653 (나아리),010-8896-4009,35.7003876,129.4707376
17333,인천도화금강점,인천 미추홀구 염전로202번길 48-16 (도화동),,37.4764626,126.6608503
17332,청라휴먼시아점,"인천 서구 청라커낼로 232 (청라동, 청라엘에이치)",070-7543-7500,37.5285919,126.6469204
17331,인천계산삼거리점,"인천 계양구 계양대로 214 (계산동, 에이스타운)",032-715-8281,37.5430595,126.7230321
17330,속초교동점,"강원 속초시 미시령로3337번길 6-49 (교동, 현대1차아파트상가)",070-7377-1476,38.2066543,128.5734830
17329,대구도원점,대구 달서구 한실로 97 (도원동),053-631-8111,35.8069668,128.5373378
17328,시흥현대시장점,서울 금천구 독산로 136 102호,02-6338-7257,37.4595132,126.9052382
17327,평택고덕리슈빌점,"경기 평택시 고덕국제6로 50 (고덕동, 고덕 국제신도시 리슈빌 레이크 파크)",031-8029-5660,37.0370527,127.0343559
17326,논산연무대점,충남 논산시 연무읍 안심로 124,041-980-6555,36.1320139,127.0998154
17325,부천어반비스타점,"경기 부천시 중동로 19 (송내동, 래미안부천어반비스타)",032-656-1256,37.4814736,126.7626516
17324,외동사거리점,경남 김해시 분성로 4-2 120동 지1층 101호,055-324-1255,35.2330622,128.8483695
17323,양산동면점,경남 양산시 동면 금오2길 75 (석산리),055-388-1216,35.3151623,129.0250222
17322,광주롯데점,광주 동구 제봉로213번길 10-9 (대인동),062-710-1422,35.1541876,126.9131475
17321,수원권선중앙점,경기 수원시 권선구 동수원로242번길 6 (권선동),070-8691-3432,37.2509437,127.0349988
17320,수원명당골하늘채점,경기 수원시 권선구 동수원로146번길 147 102호,070-8633-5308,37.2441534,127.0342225
17319,파주운정중앙점,경기 파주시 경의로1240번길 19 (와동동),031-942-2633,37.7288539,126.7622490
17318,법조타운점,부산 연제구 법원남로9번길 22,051-711-3771,35.1897378,129.0739347
17317,강동둔촌동역점,서울 강동구 풍성로 216 104호,02-482-8988,37.5289225,127.1356341
17316,동대문역점,서울 종로구 종로 300-1 (창신동),02-3674-1010,37.5715900,127.0112556
17315,김포풍무중앙점,경기 김포시 양도로19번길 8 120호,031-987-3450,37.6071533,126.7250614
17314,마포성산시영점,서울 마포구 월드컵북로 218 102호,02-6014-0308,37.5695050,126.9049975
17313,시흥시화유통상가점,"경기 시흥시 공단1대로 244 (정왕동, 공구상가)",010-5617-4556,37.3355503,126.7273163
17312,청주오창호수공원점,충북 청주시 청원구 오창읍 중심상업1로 20 108호,043-715-5700,36.7124817,127.4277230
17310,신도림1호점,서울 구로구 신도림로 16 대림2차 주상가동 109호,02-2632-2045,37.5055754,126.8779061
17309,원주우산점,강원 원주시 우산초교길 43 (우산동),070-7717-7875,37.3675254,127.9369321
17308,사상역점,"부산 사상구 사상로 221 (괘법동, 랜드로바)",051-311-9045,35.1646814,128.9832359
17305,역촌중앙점,서울 은평구 서오릉로 86 (대조동),02-6014-9946,37.6078798,126.9218135
17304,코엑스사거리점,서울 강남구 영동대로112길 10,,37.5149915,127.0610340
17303,원주단계봉화점,강원 원주시 백간공원길 27 (단계동),033-742-1212,37.3503715,127.9256509
17302,의정부가능역점,경기 의정부시 가능로119번길 25 (가능동),031-872-2240,37.7480284,127.0439616
17299,남부터미널점,서울 서초구 효령로55길 28 108호,02-582-5094,37.4861394,127.0144970
17298,광교SK뷰점,"경기 수원시 영통구 에듀타운로 102 (이의동, 광교중앙역 SK VIEW)",,37.2897827,127.0464151
17297,문래SKV1점,서울 영등포구 선유로9길 10 118호,070-4048-5355,37.5178673,126.8871533
17294,구미옥계신나리점,경북 구미시 산호대로23길 36 (옥계동),070-8691-3420,36.1386308,128.4163923
17289,인천임학역점,인천 계양구 장제로 877 (임학동),032-552-1882,37.5453803,126.7386356
17287,범어사점,부산 금정구 청룡예전로 12 (청룡동),051-791-1199,35.2744222,129.0915690
17286,부천원종초점,경기 부천시 소사로 706 (원종동),070-7537-2350,37.5187784,126.8051323
17285,인천남동중앙점,인천 남동구 논현고잔로109번길 84 107호,070-4792-1906,37.3943314,126.7085959
17284,수원터미널점,경기 수원시 권선구 덕영대로1201번길 28 104호,031-233-3597,37.2503625,127.0229083
17283,성남수정로점,경기 성남시 수정구 수정로 120 (수진동),070-8864-4547,37.4412051,127.1335449
17282,홍대연남동점,서울 마포구 동교로27길 47 제이드빌딩 1층,,37.5598796,126.9212863
17281,군포당동점,경기 군포시 군포로 488-1 (당동),031-360-5054,37.3499137,126.9447259
17280,인천송림파인앤유점,인천 동구 송림로162번길 10,070-7585-8118,37.4773231,126.6506362
17279,송파오금점,서울 송파구 마천로26길 6-1 103호,,37.5026859,127.1388139
17278,남구로점,"서울 구로구 디지털로31길 120 (구로동, 한신휴플러스아파트)",070-8691-4544,37.4886875,126.8905999
17277,용문시장점,서울 용산구 새창로 110-2 (용문동),,37.5376000,126.9600659
17276,춘천후평점,강원 춘천시 후석로 318 103호,033-253-1125,37.8795144,127.7505130
17275,인덕원삼성점,경기 안양시 동안구 안양판교로 12 (관양동),031-344-7888,37.4009464,126.9776064
17274,광주첨단월계모아점,광주 광산구 첨단중앙로181번길 6 108호,062-710-9626,35.2220463,126.8400602
17273,인천숭의삼거리점,인천 미추홀구 경인로 84 (숭의동),070-7732-8899,37.4656865,126.6522545
17272,인천연안부두점,인천 중구 축항대로86번길 28 (항동7가),032-715-7980,37.4544343,126.6054204
17268,충주호암점,충북 충주시 호암수청1로 55 109호,043-845-2330,36.9577022,127.9256697
17267,강동강일점,서울 강동구 아리수로93나길 38 116호,02-428-2574,37.5719496,127.1739317
17266,인천석바위점,인천 미추홀구 경원대로 861 (주안동),032-715-6066,37.4595698,126.6892743
17265,창원명서전통시장점,경남 창원시 의창구 명서로116번길 21,055-719-0509,35.2483844,128.6457305
17264,보수사거리점,부산 중구 흑교로 36-1 (부평동2가),070-4064-6996,35.1027691,129.0253740
17263,광주주월골드점,"광주 남구 서문대로812번길 4-8 (주월동, 남구주월골드클래스어반시티)",062-716-6767,35.1307228,126.8998458
13576,의정부용현점,경기 의정부시 오목로18번길 10 지상1층 5호,,37.7323016,127.0856319
13575,김포풍무역오앤타워점,경기 김포시 유현로238번길 26  오앤타워 106호 (풍무동),031-988-2221,37.6111467,126.7321126
13574,동해효가점,강원 동해시 청운1길 46 104호,033-521-7700,37.4858498,129.1080779
13573,위례포레샤인점,서울 송파구 위례송파로 123 상가1동 지하층 B105호,070-8691-0737,37.4845719,127.1478002
13572,대구방촌점,대구 동구 동촌로 255 104동 103호,053-710-6867,35.8810852,128.6678927
13571,대구동천점,대구 북구 학정로 429 106호,070-7585-3796,35.9430706,128.5632386
13570,포항득량점,경북 포항시 북구 이동로 48-10 102호,054-727-7600,36.0319749,129.3400836
13569,광주운암일신점,"광주 북구 북문대로159번길 39 (운암동, 일신아파트)",062-710-1217,35.1816856,126.8704718
13568,인천연희점,인천 서구 승학로 326 (연희동),,37.5506886,126.6738940
13567,남양주오남점,경기 남양주시 오남읍 진건오남로양지길 2 (양지리),070-8656-8145,37.6986957,127.2015472
13566,중랑면목역점,서울 중랑구 겸재로 185,02-433-9644,37.5886883,127.0881246
13565,나주혁신스퀘어가든점,전남 나주시 상야4길 22 129호,061-333-9257,35.0227487,126.7917513
13564,온양온천시장점,충남 아산시 시장길 28,010-9770-1193,36.7829598,127.0038585
13563,밀양미리벌점,경남 밀양시 미리벌로3길 38 103호,055-352-0113,35.4831650,128.7455351
13562,양산덕계두산위브점,경남 양산시 덕명로 15 105호,055-389-2266,35.3709499,129.1620649
13561,아산음봉점,충남 아산시 음봉면 음봉로 515-42 102호,041-548-8502,36.8441312,127.0685816
13560,인천계양산점,인천 계양구 주부토로 579,070-8691-1178,37.5459241,126.7284910
13559,인천계산택지점,"인천 계양구 오조산로57번길 15  101호 (계산동, 명동빌딩)",070-8691-1377,37.5359688,126.7368915
13558,녹산공단점,부산 강서구 녹산산단335로 24-8 104호,051-972-2923,35.0906966,128.8549425
13557,군산미장점,전북 군산시 수송로 279 102호,063-910-1332,35.9643473,126.7262331
13556,파주팜스프링점,경기 파주시 송화로 11 1층 107호,070-8691-3389,37.7719171,126.7771625
13555,일산가좌점,경기 고양시 일산서구 가좌4로 13 104호,031-911-9772,37.6855581,126.7185717
13554,남양주청학리점,"경기 남양주시 별내면 청학로68번길 5-22  106,107호 (청학리, 성진상가)",010-7570-5845,37.7085719,127.1187483
13553,광주서구청점,광주 서구 경열로 28,062-710-8582,35.1514578,126.8891414
13552,검단금호점,인천 서구 이음5로 66 107호,032-715-4409,37.5946654,126.7151209
13551,부평그랑프리점,"인천 부평구 경원대로 1404 (부평동, 그랑프리 빌딩)",032-511-5745,37.4909488,126.7250512
13550,은평역촌점,서울 은평구 진흥로1길 29 (역촌동),070-7776-3751,37.6030745,126.9184160
13549,군산나운점,전북 군산시 하나운로 69 1층,063-466-0414,35.9647489,126.7018231
13548,난곡우체국사거리점,서울 관악구 난곡로 264 (신림동),070-5015-6211,37.4775639,126.9157191
13547,제주남녕고점,제주특별자치도 제주시 남녕로 33 (노형동),010-2663-1176,33.4906093,126.4807555
13546,부천중앙공원점,경기 부천시 소향로 131 104호,032-719-4078,37.5024289,126.7623512
13545,용인상하점,"경기 용인시 기흥구 중부대로788번길 16  202호 (상하동, 상하쟈일드아카데미)",070-8877-9184,37.2577709,127.1410626
13542,고양화정역점,"경기 고양시 덕양구 화중로104번길 26 (화정동, 한솔타워)",010-4948-5089,37.6357778,126.8325480
13541,광주금호운천점,"광주 서구 운천로 131 (쌍촌동, 금호베어스타운)",062-710-9959,35.1445155,126.8569451
13540,화명신도시점,부산 북구 화명신도시로 218 1층 105호,051-914-2230,35.2434929,129.0114765
13538,경주롯데시네마점,경북 경주시 유림로5번길 85-46 (황성동),010-7751-2830,35.8807891,129.2181199
13537,약수더시티점,서울 중구 동호로7길 14 104호,02-2233-2050,37.5532054,127.0107185
13536,천호초교점,서울 강동구 구천면로 319 (암사동),,37.5481190,127.1352226
13535,위례경서타워점,경기 하남시 위례학암로14번길 31 (학암동),010-9096-4444,37.4874484,127.1576656
13534,성남을지대점,경기 성남시 수정구 산성대로 539 1층 101호,,37.4589744,127.1646306
13533,은평응암점,서울 은평구 은평로 82 131호,02-353-3655,37.5990862,126.9170018
13532,화성수원대학교점,경기 화성시 봉담읍 와우로 89 B 104호,031-8019-9584,37.2141414,126.9753980
13531,화성시청점,경기 화성시 남양읍 시청로 119 (남양리),,37.2005147,126.8264896
13530,방배카페거리점,서울 서초구 방배중앙로 158 102동 106호,,37.4932445,126.9866583
13528,고양원흥지식센터점,경기 고양시 덕양구 삼원로 73 107호,031-967-3903,37.6390967,126.8751851
11372,안양박달시장점,"경기 안양시 만안구 양화로136번길 14  1층, 일부호 (박달동)",031-465-0880,37.4049589,126.9100118
11371,별내파라곤스퀘어점,"경기 남양주시 순화궁로 249 (별내동, 별내역 파라곤스퀘어)",031-931-1465,37.6518801,127.1281217
11370,양산신명점,경남 양산시 신명로 70 1층,055-363-5051,35.3862411,129.1455273
11369,신주례점,부산 사상구 백양대로 490 106동 102호,051-714-0296,35.1534829,128.9988096
11368,울산서부점,"울산 동구 명덕로 15 1층, 106호",052-707-149,35.5223703,129.4308284
11367,강북종합시장점,서울 강북구 한천로 1055 1층,,37.6409166,127.0252225
11366,의왕백운밸리점,경기 의왕시 백운중앙로 109 101호,031-422-5200,37.3726742,127.0100124
11365,신월양강점,서울 양천구 오목로 69 1층,,37.5229624,126.8454348
11364,창원신월점,경남 창원시 성산구 신월로37번길 1 (신월동),055-261-8257,35.2288877,128.6920048
11363,인천간석벽산점,"인천 남동구 호구포로 897 101호, 106호",032-212-4545,37.4624903,126.7201050
11362,인천용마루점,인천 미추홀구 인주대로 68 106호,,37.4581296,126.6450319
11361,원주명륜도영쇼핑점,강원 원주시 예술관길 14 상가 102호,,37.3338969,127.9427929
11360,구리수택삼거리점,경기 구리시 원수택로 64 1층,031-563-8473,37.5972264,127.1425664
