매장명,주소,전화번호
위례중앙타워점,"경기도 성남시 수정구 위례광장로 300, 1층 119호 (창곡동, 위례중앙역 중앙타워)",031-754-2988
김해내동점,경남 김해시 내외중앙로69 1층(내동),055-903-0834
대구만촌점,만촌동 1356-5 이마트만촌점 1층 푸드코트,053-753-0369
동대문종합시장점,"서울특별시 종로구 종로 266 B동, 6층 13호 (종로6가, 동대문종합시장)",02-2275-7468
영남대점,"대학로 299 ,107호(조영동)",053-241-8188
롯데아울렛이천점,"호법면 프리미엄아울렛로 177-119, 2층(5030)",031-887-4884
김포공항국제선점,서울특별시 강서구 하늘길 38 김포국제공항 국제선 2층,-
첨단엘씨타워점,"첨단중앙로 96, 1층 128호(월계동, 엘씨타워)",062-972-0202
국민대점,"서울특별시 성북구 정릉로 77, 지상1층(정릉동, 국민대학교 3동2호관, 북악관)",-
여수학동점,"전라남도 여수시 무선로 61, 1층",061-681-0300
대구범어점,"대구광역시 수성구 동대구로 354, B101호(범어동, 브라운스톤 범어)",053-756-7676
롯데부산본점,"부산광역시 부산진구 가야대로 772 , 롯데백화점 부산본점 지하 1층",-
인천구월점,"인천시 남동구 예술로 126, 214호 (구월동, 링크126)",032-421-1027
인천서창점,인천광역시 남동구 서창동 687-3,070-8244-0922
안성중앙점,"중앙1길 4, 1층",031-673-7262
춘천석사점,"강원도 춘천시 퇴계농공로 16, 팰리스프라자 1층 107호(석사동)",033-262-6441
노원역점,"서울시 노원구 노해로 494, 104,105호(상계동)",02-939-0700
안동옥동점,"경북 안동시 경북대로 381, 1층 102호",054-842-0424
전주대점,"전북 전주시 완산구 백마산길 14, 1층",063-905-5766
롯데울산점,"울산광역시 남구 삼산로 288, 롯데백화점 울산점 B1층",-
마곡나루점,"서울특별시 강서구 마곡중앙로 165, 1층 110호 (마곡동, 안강프라이빗타워)",02-2659-5999
대구백화점플라자점,"대구광역시 중구 명덕로 333, B1층 (대백프라자)",053-427-0369
스타필드고양점,경기도 고양시 덕양구 동산동  370 스타필드 고양점 3층,-
고대안암병원점,"서울특별시 성북구 안암로 145 지상3층 (안암동5가, 고려대학교부속병원)",02-923-0703
대구광장점,대구 서구 달구벌대로 1719 1층(내당동),053-525-0369
나주빛가람점,"전라남도 나주시 상야1길 7, 1층 147호 (빛가람동, 예가람타워)",061-336-0009
대구시지점,대구 수성구 달구벌대로 3204 1층(신매동),053-792-0801
제주한라대점,"제주특별자치도 제주시 한라대학로 31,1층(노형동)",064-747-7030
진주경상대점,경상남도 진주시 진주대로 536,-
롯데시네마부산본점,"부산광역시 부산진구 가야대로 772 (부전동, 롯데백화점 10층 공차)",051-810-3973
김해아이스퀘어점,김해대로 2342 부원동 아이스퀘어 K303호,-
정읍상동점,전라북도 정읍시 충정로 61-2(상동),063-536-2831
탑마트서진주점,"경상남도 진주시 새평거로 136,1층 (탑마트)",-
김포장기점,"경기도 김포시 김포한강1로 51번길 28, 1동 101호(장기동, 레드클로버)",031-985-5786
대구칠곡점,"학정로 439 1층 111호(동천동, 칠곡메가타운)",-
익산동산점,"익산시 서동로 132, 1층(동산동)",063-853-3330
광운대점,"서울특별시 노원구 광운로20, 지하1층내 복지매장(월계동, 광운대학교80주년기념관)",02-943-8523
양산중부점,경상남도 양산역6길 24 1층 104호(중부동),055-913-0880
서초마제스타시티점,"서울특별시 서초구 서초대로 38길 12, 1층 120호(서초동, 마제스타시티, 힐스테이트 서리풀)",02-588-7775
전주송천점,"전라북도 전주시 덕진구 천마산로 54, 1층 104호(송천동1가)",063-252-0405
대전관저점,대전광역시 서구 구봉로 123,042-545-6204
광주터미널점,"경기도 광주시 광주대로 30,1층 7-1호 (경안동,광주터미널 이마트)",031-799-7779
대구삼성창조캠퍼스점,"대구광역시 북구 호암로 51, B동 1층 7-1호",053-957-6789
홍대서교점,서울특별시 마포구 어울마당로 49(서교동),02-322-5371
세종소담점,"세종특별자치시 한누리대로 2016 1층 110호 (소담동, 타임빌딩)",044-863-0797
용인역북점,"처인구 명지로16번길 9-23, 1층 101, 102호(역북동, 디엠씨타워)",031-321-0446
세종새롬점,"새롬중앙로 33, 새뜸프라자 1층 101호(새롬동)",-
인천트리플스트리트점,"인천광역시 연수구 송도과학로 16번길 33-2, B동 1층",032-310-9414
국악고점,서울특별시 강남구 개포로22길 46,-
합정교보문고점,서울특별시 마포구 합정동 473 마포한강 2차 푸르지오 지하1층 B137호,02-332-3500
인천주안점,인천광역시 미추홀구 주안동 136-1,-
하월곡점,"서울특별시 성북구 종암로 167 (하월곡동, 동일하이빌뉴시티) 1층",02-3292-0010
경북예고점,대구광역시 남구 대명동 1802-15,070-7677-1230
공주휴게소 대전방향점,충청남도 공주시 송선동 320-3,없음
세종에비뉴힐점,세종특별자치시 갈매로 353,044-998-8293
메가마트울산점,"울산광역시 북구 진장17길 10 (신선도원몰, 메가마트2층)",-
고대안암점,"서울특별시 성북구 인촌로24길 17, 1층(안암동5가)",02-953-5086
경기대후문점,경기도 수원시 영통구 이의동 1257-3,031-308-8020
인천신포점,인천광역시 중구 신포로 35-1 (관동3가),032-763-9696
가천대점,경기도 성남시 수정구 성남대로 1330 1층 공차,031-602-0088
부산광복점,부산광역시 중구 광복로 80 (광복동1가),051-244-7758
NC미금점,"경기도 성남시 분당구 미금일로 154번길 20 (구미동, 이천일아울렛 지하2층)",031-786-2620
익산모현점,전북 익산시 배산로139 1층 102호,063-851-7770
경북대점,대구광역시 북구 산격동 1400-3,053-959-0303
안목항점,강원도 강릉시 창해로 14번길 32,033-652-1041
고속터미널점,"서울특별시 서초구 신반포로 194, 1층 18호(반포동,부속상가)",02-535-9524
처인구청점,"경기도 용인시 처인구 금령로 86,104호",031-321-8885
대구월배점,대구광역시 달서구 대천동 555,053-636-6898
롯데시네마파주운정점,경기도 파주시 목동동 927,031-942-1044
상무메이루즈점,광주광역시 서구 치평동 1249,062-383-7241
롯데시네마은평점,서울특별시 은평구 진관동 79-15 롯데몰은평점 내 5층 롯데시네마,02-6975-5630
광양LF몰점,전라남도 광양시 광양읍 덕례리 707,061-815-4925
현대판교점,경기도 성남시 분당구 백현동 541,-
인천송도점,인천광역시 연수구 송도동 3-23,032-833-9883
향남신도시점,경기도 화성시 향남읍 상신하길로298번길 7-23 1층,031-8059-0414
부평CGV점,인천광역시 부평구 청천동 386 아이즈빌아울렛 3층,032-515-1027
현대송도점,인천광역시 연수구 송도동 168-1 현대프리미엄아울렛 송도점 지하1층,032-727-2819
현대아울렛동대문점,서울특별시 중구 을지로6가 17-2 현대시티아울렛 동대문점 지하 2층,02-2283-2250
전주터미널점,전라북도 전주시 금암동 459-10,063-272-0455
회룡역점,경기도 의정부시 호원동 51-1,031-836-9604
신세계센텀시티점,부산광역시 해운대구 우동 1495,051-745-2665
NC송파점,서울특별시 송파구 문정동 634 가든파이브라이트 2016호,02-2157-3972
서울타워점,서울특별시 용산구 용산동2가 산1-3 서울타워플라자 107호,02-773-7758
NC부천점,경기도 부천시 원미구 상동 539-1 NC백화점 5층,-
이대익스프레스점,서울시 서대문구 이화여대길 48(대현동),070-4208-0933
경산중산점,경상북도 경산시 중산동 623 이마트 경산점 1층,053-812-7942
성남태평점,경기도 성남시 수정구 태평동 7336 이마트 성남점 2층,031-759-4696
동탄타임테라스점,경기도 화성시 반송동 96,-
롯데수원점,경기도 수원시 권선구 서둔동 296-77 롯데백화점 수원점 지하 1층,031-8066-0869
롯데마트대구율하점,"대구광역시 동구 안심로 80, 롯데마트대구율하점 1층",053-607-2752
홍대점,서울특별시 마포구 서교동 345-13,02–3144–0743
명동점,서울특별시 중구 명동1가 46-3,02-318-0760
현대신촌점,서울특별시 서대문구 창천동 30-33 현대백화점 지하 1층,없음
현대목동점,서울특별시 양천구 목동 916 현대백화점 지하 2층,없음
현대충청점,충청북도 청주시 흥덕구 복대동 3380 현대백화점충청점 지하 1층,043-909-4072
목포남악점,전라남도 무안군 삼향읍 남악리 2167,061-283-9738
강남역점,서울특별시 강남구 역삼동 858 강남역지하쇼핑센터 E-37,02-569-7344
김포롯데몰점,서울특별시 강서구 방화동 886 김포롯데몰  MF(지하1층),02-6116-5728
롯데아울렛파주점,경기도 파주시 문발동 645,031-960-2440
일산식사점,경기도 고양시 일산동구 식사동 1531,031-964-9897
보라매점,"서울특별시 동작구 신대방동 395-73 캐릭터그린빌 제106호, 105호",010-2531-4130
부평역점,"인천시 부평구 광장로 16, 지하1층 39호,56호(부평동, 부평민자역사)",032-519-3954
신촌연세로점,서울특별시 서대문구 창천동 33-30,02-3143-0404
신세계의정부점,경기도 의정부시 의정부동 168-54 신세계백화점 의정부점 3층,031-8082-0236
분당서울대병원점,경기도 성남시 분당구 구미동 300 분당서울대병원 1동 1층 공차,031-714-7758
롯데월드어드벤처점,서울특별시 송파구 잠실동 40-1 롯데월드어드벤쳐 2층,02-2143-1213
원주혁신도시점,강원도 원주시 반곡동 1930-8 1층,033-748-0040
수원영통점,경기도 수원시 영통구 영통동 1011-6,031-205-6208
롯데시네마청주용암점,충청북도 청주시 상당구 용암동 1703,070-5142-2543
판교테크노밸리점,경기도 성남시 분당구 삼평동 682 유스페이스2 제1층 116호,031-628-6050
여의도점,서울특별시 영등포구 여의도동 24-4,02-761-6697
상암DMC점,서울특별시 마포구 상암동 1605번지 누리꿈스퀘어 1층 102호,02-2132-8118
AK수원점,경기도 수원시 팔달구 매산로 1가 18 AK플라자 지하 1층,031-240-0837
현대울산점,울산광역시 남구 삼산동 1521-1 현대백화점 지하 1층,없음
부천상동점,경기도 부천시 원미구 상동 535-5 드림모아 제1층 106호 (세이브존 1층),032-322-4865
시화로데오지점,경기도 시흥시 정왕동 1738-5 1층,031-431-5037
중앙대점,서울특별시 동작구 흑석동 190-25,없음
김포현대아울렛점,경기도 김포시 고촌읍 전호리 654,031-8048-2515
한남대점,대전광역시 대덕구 오정동 223-267,042-335-0709
전북대점,전라북도 전주시 덕진구 금암동 664-42,063-255-1205
노량진학원가점,서울특별시 동작구 노량진동 92-2,02-822-4309
김포구래점,경기도 김포시 구래동 6880-9 이마트 김포한강점,031-996-6439
목포평화광장점,전라남도 목포시 상동 1132-4 1층,061-287-4745
NC불광점,서울특별시 은평구 대조동 240 NC백화점 불광점 지하1층,없음
롯데시네마진주점,"경상남도 진주시 충무공동 35, 롯데몰진주점 5층",-
고덕역점,서울특별시 강동구 명일동 48-3 우진빌딩102호103호,02-426-2661
평내호평점,경기도 남양주시 호평동 640 메인시네마타워 1층 102호,031-591-2008
용산아스테리움점,서울특별시 용산구 한강로2가 419 아스테리움 지하1층,02-3785-2606
고대구로병원점,서울특별시 구로구 구로동 80 지하1층 17호 공차,02-869-8020
롯데월드매직아일랜드점,서울특별시 송파구 잠실동 40-1 롯데월드 매직아일랜드,-
진주대안점,경상남도 진주시 대안동 12-5 2층 201호,055-741-9373
홈플러스세종점,세종특별자치시 어진동 307-7 홈플러스,070-8846-5999
잠실지하상가점,서울시 송파구 올림픽로 265 잠실역 지하쇼핑센터 B-14,02-425-2000
현대동구점,울산광역시 동구 서부동 105 현대백화점 지하1층,없음
서판교점,"경기도 성남시 분당구 운중로 128, 106호",031-724-0212
이수점,서울특별시 동작구 사당동 132-23,02-532-6744
통영무전점,경상남도 통영시 무전동 1032-13,055-648-1339
평촌학원가점,경기도 안양시 동안구 평촌동 900-9 신세기플라자 1층 103호,031-383-9939
이시아폴리스점,"대구광역시 동구 팔공로 51길 21-1, A-01호(봉무동)",053-983-1711
공주대점,충청남도 공주시 신관동 265-33,없음
성남모란점,경기도 성남시 중원구 성남동 3244,031-759-6988
타임스트림점,서울특별시 관악구 신림동 1641-2 포도몰 지하 1층,02-881-8098
용인동백점,경기도 용인시 기흥구 중동 832-1 동백훼미리프라자 122호,031-286-6208
잠실엘스점,서울특별시 송파구 잠실동 19-9 잠실파앤애플상가,02-418-0789
동대구복합환승센터점,"대구광역시 동구 동부로149, 동대구복합환승센터 4층",053-753-9631
신세계대구점,"대구광역시 동구 동부로149, 신세계백화점 대구점 8층",053-661-6898
건대로데오점,서울특별시 광진구 자양동 5-71,02-469-6965
하남풍산점,경기도 하남시 덕풍동 741,031-792-0640
미아사거리점,서울특별시 강북구 미아동 1364,02-6312-6213
강릉CGV점,강원도 강릉시 옥천동 189 씨네몰 6층,033-646-8687
NC일산점,경기도 고양시 일산동구 마두동 797-2 뉴코아 아울렛 일산점 2층,031-900-5240
홈플러스영통점,경기도 수원시 영통구 영통동 994-2,070-8880-8642
신세계본점,서울특별시 중구 충무로1가 52-5,02-310-5320
홈플러스김해점,경상남도 김해시 내동 1132-1,055-313-5755
충남대점,"대전광역시 유성구 궁동로18번길 8, 1층(궁동)",042-826-0045
롯데청량리점,서울특별시 동대문구 전농동 591-53 롯데백화점 청량리점 지하 2층,02-3707-1035
양재역점,서울특별시 서초구 양재동 11-17 한솔로이젠트 102호,02-6298-1012
원주법원점,강원도 원주시 무실동 1857-2,033-746-9870
순천호수공원점,전라남도 순천시 왕지동 868-6,061-722-2253
수지구청점,경기도 용인시 수지구 풍덕천동 1080-19번지 평온프라자 112호,031-263-0712
화정역점,경기도 고양시 덕양구 화정동 980,031-966-4635
홈플러스아시아드점,부산광역시 연제구 거제동 1208 홈플러스,070-4133-4980
정동점,서울특별시 중구 충정로1가 58-3 청양빌딩 1층,02-722-9934
신도림테크노마트점,서울특별시 구로구 구로동 3-25 B2 이마트,02-2111-1110
송탄점,경기도 평택시 서정동 818-35,031-663-5583
수원화성행궁점,경기도 수원시 팔달구 남창동 27-3,031-247-0815
대전문화점,대전광역시 중구 문화동 1-63번지,042-300-7070
마산양덕점,경상남도 창원시 마산회원구 양덕동 60-3,055-295-1515
충장우체국점,광주광역시 동구 황금동 45-1 2층,062-236-2298
경남대점,경상남도 창원시 마산합포구 해운동 13-21,055-244-0040
홈플러스간석점,인천광역시 남동구 간석4동 616-4 1층,032-875-4393
광주수완점,광주광역시 광산구 장덕동 1657,062-962-6607
NC부산해운대점,부산광역시 해운대구 좌동 1467-4번지 NC해운대점 1층,없음
순천중앙점,전라남도 순천시 중앙동 61-52,061-753-2253
일산탄현점,경기도 고양시 일산서구 탄현동 1640 두산위브더제니스 스퀘어 215호,070-4247-9884
동대문디자인플라자점,서울특별시 중구 을지로7가 2-1번지 디자인플라자점,02-2153-0710
울산업스퀘어점,울산광역시 남구 삼산동 1569-12 업스퀘어 5층 21호,없음
세종나성점,세종특별자치시 한누리대로 193 1층 111호~112호,070-7543-1309
리빙파워센터인천논현점,"인천광역시 남동구 청능대로 596, NC아울렛인천논현점 1층",032-454-8255
의정부역점,경기도 의정부시 의정부동 175-1 2.3층,031-821-3370
제주시청점,제주특별자치도 제주시 이도2동 1185-4,064-751-9988
구로디지털2호점,서울특별시 구로구 디지털로 288 대륭포스트타워1차 지하1층 B111,02-858-1778
여의도역사점,서울특별시 영등포구 여의도동 3 역사 내 지하 1층,없음
코엑스점,서울특별시 강남구 삼성동 159-1,02-6002-3090
NC동수원점,경기도 수원시 팔달구 인계동 1114-1 지하1층,없음
인천인하대점,인천광역시 미추홀구 용현동 198-19,032-872-0801
의정부민락지구점,경기도 의정부시 민락동 804-8 110호,031-852-8714
거제디큐브점,경상남도 거제시 장평동 1211,055-680-0009
고투몰점,서울특별시 서초구 반포동 19-4 고속버스터미널 지하쇼핑몰 G-31호,070-7756-0629
아차산역점,서울특별시 광진구 구의동 54-1 파크타운 103호,02-6015-4516
대전복합터미널점,대전광역시 동구 용전동 63-3 1층,042-673-0707
여수해양공원점,전라남도 여수시 중앙동 243,061-682-0098
둔산타임월드점,대전광역시 서구 둔산동 986번지,042-484-0807
일산주엽역점,경기도 고양시 일산서구 주엽동 109번지 화성프라자 110호,031-916-0037
교보타워점,"서울특별시 서초구 서초동 1303-16 아이파크에비뉴 L1층 103, 104호",02-536-7760
홈플러스인하점,인천광역시 미추홀구 용현동 648 홈플러스 인하점 1층,032-876-9890
NC경산점,경상북도 경산시 중방동 332-13 1층,053-718-3710
목동역점,서울특별시 양천구 신정동 1006-2번지,02-2608-8308
수원매탄점,경기도 수원시 영통구 매탄동 1265-2,031-215-0211
NC전주점,전라북도 전주시 완산구 고사동 96-1 NC백화점 전주객사점 A동 지하1층,063-710-5150
명동역점,서울특별시 중구 충무로1가 24-31,02-754-7770
산본점,경기도 군포시 산본동 1131-2 청운빌딩,031-391-0505
안양1번가점,경기도 안양시 만안구 안양동 674-100번지,031-443-5483
광주봉선점,광주광역시 남구 봉선동 618,062-651-0107
청주산남점,충청북도 청주시 서원구 산남동 838번지,070-4132-9927
홈플러스상봉점,서울특별시 중랑구 상봉동 172 홈플러스 상봉점 1층,02-435-4351
강남성심병원점,서울특별시 영등포구 신길로 1 강남성심병원 본관 1층,02-829-5845
수서역점,서울특별시 강남구 수서동 713번지 수서현대벤쳐빌 지하1층 141호,02-459-0777
왕십리역사점,서울특별시 성동구 행당동 168-1 왕십리민자역사 내 2층 A-09,02-2297-3004
과천별양점,경기도 과천시 별양동 1-4,02-504-8809
전남대점,광주광역시 북구 우치로 106-1,062-262-7758
신세계김해점,경상남도 김해시 외동 1264 신세계백화점 김해점 3층,055-272-1890
강원대점,강원도 춘천시 효자동 617-14 1층,033-263-0707
서울과기대점,서울특별시 노원구 공릉동 438-2 1층,02-977-5856
천안터미널점,충남 천안시 동남구 만남로 43 지하 1층 시외버스터미널,041-640-5795
마리오아울렛점,서울특별시 금천구 가산동 60-22 마리오아울렛 1관 3층,02-2067-3762
충북대점,충청북도 청주시 서원구 사창동 461,043-271-0707
대전시청법원점,대전광역시 서구 둔산동 1458 105~107호,042-489-0036
인천스퀘어원점,인천광역시 연수구 동춘동 926 스퀘어원 3층,032-456-4393
서현점,"경기도 성남시 분당구 황새울로335번길5, 102호(서현동)",031-696-1226
타임스퀘어점,서울특별시 영등포구 영등포동4가 442 타임스퀘어 2층,02-2638-2745
구리수택점,경기도 구리시 수택동 849-11,031-564-0707
압구정역점,서울특별시 강남구 신사동 620번지,070-4104-8073
송파파크하비오점,서울특별시 송파구 문정동 618,02-448-3655
홍대창전점,서울특별시 마포구 서강로9길 60 (창전동),02-336-8075
청라엑슬루타워점,인천 서구 중봉대로586번길 22,032-563-7941
대림점,서울특별시 영등포구 대림동 717 쌍용플래티넘-S 1층 104호,02-831-7536
하남스타필드점,경기도 하남시 신장동 616 스타필드 하남 1층,031-8072-8286
대학로점,"서울특별시 종로구 명륜2가 24-4 2,3층",02-742-8892
회기역점,서울특별시 동대문구 휘경동 319-13번지 103호,02-957-5725
파르나스몰,서울특별시 강남구 삼성동 159-8 B1,02-2051-3453
안양범계역점,경기도 안양시 동안구 호계동 1042 에메랄드빌딩 1층 110호,031-381-2030
롯데미아점,"서울특별시 강북구 도봉로 62, 지하2층 1",-
영등포구청점,서울특별시 영등포구 당산동3가 214,02-2633-0789
김포풍무점,경기도 김포시 풍무동 803 오성프라자 106호,-
웨스턴돔점,경기도 고양시 일산동구 장항동 862,031-907-0404
NC평촌범계점,경기도 안양시 동안구 호계동 1039-3 뉴코아아울렛 지하2층,031-380-1342
김천혁신도시점,경상북도 김천시 율곡동 772 한신휴플러스 101호,-
월계점,서울특별시 노원구 월계3동 333-1,02-973-6885
대구동성로점,대구광역시 중구 동성로2가 156-3,053-286-2998
가산점,서울특별시 금천구 가산동 459-11 제이플라츠 209호,02-2028-7060
장안구청점,경기도 수원시 장안구 조원동 750-32,-
조선대점,광주광역시 동구 서석동 375 장미원휴게소 2층,062-222-7241
논산시청점,"충남 논산시 시민로 238, 101호",041-733-8877
역삼점,서울특별시 강남구 역삼동 644-17,02-6326-4040
