지점ID,매점명,매점주소,전화번호
1902038,청주봉명점,충북 청주시 흥덕구 덕암로114번길 69,043-260-0105
1901935,상계사거리점,"서울 노원구 동일로 1374, 2층 남측",02-937-0014
1902022,구로대륭1차점,서울 구로구 디지털로 288 1층 114호,02-866-2644
1902053,송파개롱역점,서울특별시 송파구 동남로 236 (가락동) 1층,02-448-4888
1901881,대구사월강변점,대구 수성구 사월동 26-2,053-792-3660
1902013,수원역AK점,"경기도 수원시 팔달구 덕영대로 924 (매산로1가, AK플라자) AK플라자 수원점 2층",031-8019-8866
1901990,대전둔산로데오점,대전광역시 서구 둔지로 16 (둔산동) 아림프라자 1층,042-477-2388
1901919,대구경북대병원1호점,"대구광역시 중구 동덕로 130 (삼덕동2가, 경북대학교병원) 1층",053-200-6557
1901977,대구경북대병원2호점,"대구광역시 중구 동덕로 130 (삼덕동2가, 경북대학교병원) 2층",053-200-6459
1901606,고대참살이길점,서울 성북구 안암동5가 102-35 1층-3층,070-4112-1101
1901763,양주옥정테라스DT점,"경기도 양주시 옥정동 954-1번지 103호, 104호",031-866-1744
1901653,양구점,강원 양구군 양구읍 상리 594-2 1~2층,033-481-3010
1902056,부산경성대역점,"부산광역시 남구 수영로 295 (대연동, 세웅빌딩) 1층",051-627-7008
1901964,진주교대점,경남 진주시 신안동 448-1 진양호로 338,070-8755-1029
1901997,과천정보타운점,"경기도 과천시 과천대로7길 33 (갈현동, 디테크타워과천) 117호 118호",02-6390-6260
1902004,양재하나로마트점,"서울특별시 서초구 청계산로 10 (양재동, 농협하나로클럽) 1층",02-572-8222
1901692,향남DT점,경기도 화성시 향남읍 은행나무로 820 1~2층,031-352-8443
1901968,김포초당마을점,"경기도 김포시 김포한강2로 76 (장기동, 프레즌스빌딩) 107~110호",031-987-1328
1901978,고잔신도시점,경기도 안산시 단원구 광덕2로 185-18,031-414-0109
1901363,부산신평DT점,부산 사하구 신평동 370-80,051-710-0667
1901927,을지병원사거리DI점,"서울특별시 강남구 논현로 742 (논현동, 파티오나인) 1층",010-7659-2960
1901957,아산테크노밸리점,충남 아산시 둔포면 아산밸리중앙로 80-13,041-532-3500
1901959,광주첨단2지구점,광주광역시 북구 첨단연신로91번길 14 (신용동) 투썸플레이스 광주첨단2지구점,062-572-1469
1901961,대구월곡로점,대구광역시 달서구 월곡로 213 (상인동) 상인동 518-6,053-644-2525
1901963,부천시청역점,"경기도 부천시 길주로 205 (중동, 솔라리움A동) 101호",032-710-9055
1901979,사가정역점,서울 중랑구 면목로 301,02-433-4024
1901980,낙성대역점,"서울특별시 관악구 남부순환로 1926 (봉천동,경동제약빌딩) 1층 투썸플레이스 낙성대역점",02-875-2382
1901831,이천역점,경기도 이천시 이섭대천로 1053 (율현동) 1층  2층,031-637-1716
1901943,인천간석중앙공원점,인천광역시 남동구 석산로 79-1 (간석동) 1~2층,070-4070-1304
1901928,명지대점,서울특별시 서대문구 거북골로 31-1 (남가좌동) 1-3층 (남가좌동 324-34),02-6949-3776
1901955,구리동구릉역점,경기 구리시 인창동 506-1 경산빌딩 1층,031-552-7729
1901930,울산굴화점,울산광역시 울주군 범서읍 울밀로 2840 1층,052-222-0125
1901984,신사세로수길점,"서울특별시 강남구 압구정로 112 (신사동,동광빌딩)1층~2층",02-511-1113
1901962,영동일라이트점,충청북도 영동군 영동읍 영동힐링로 161 일라이트골프앤리조트,043-921-0003
1901952,수원시청점,"경기도 수원시 팔달구 권광로 175번길 52,105호(인계",031-222-9533
1901925,부천역남부점,경기도 부천시 경인로 242 (심곡본동) 1층~3층,032-613-0484
1901893,동래CGV점,"부산 동래구 중앙대로 1523, 6층",051-558-2383
1901902,당진CGV점,충청남도 당진시 북문로1길 35-16 (읍내동) 1층,041-358-3116
1901915,강남IBC점,서울 강남구 테헤란로7길 8,02-568-5554
1901850,동대구점,"대구광역시 동구 동부로30길 12 (신천동) 1,2층",053-745-5600
1901874,판교파미어스몰점,경기 성남시 수정구 시흥동 288-2,031-8023-9899
1901266,태안만남의광장DT점,충남 태안군 태안읍 평천리 700-4,041-675-3333
1901498,구미안가고택점,경상북도 구미시 공원로 316 (형곡동) 1층,054-453-9578
1901891,청주주성점,충청북도 청주시 청원구 2순환로 180 (주성동) 투썸플레이스,043-241-2006
1901727,장한평역점,"서울특별시 성동구 천호대로 416 (용답동, 힐데스하임) 1층,2층",070-7701-5343
1901899,강남세곡점,"서울특별시 강남구 헌릉로569길 21-30 (세곡동,드림하이오피스텔) 1층",02-451-9200
1901871,광주무등산자이점,광주 북구 우산동 554-33번지,062-511-8832
1901724,위례세계로병원점,"서울특별시 송파구 위례서로 248 (거여동) 1층,2층",070-4948-1963
1901809,신촌세브란스점,서울특별시 서대문구 연세로 50-1 세브란스병원 본관 3층,02-2227-8424
1901730,인천검단신도시점,"인천광역시 서구 발산로5번길 12 (원당동, 인천검단엔젤리움1차윈팰리스) 103, 104, 105, 106호",032-561-9968
1901890,안성한경대점,경기도 안성시 중앙로 274 (석정동) 투썸플레이스 안성한경대점,031-677-8792
1901397,세종대평펜트빌점,"세종특별자치시 한누리대로 2261 (대평동, 세종스카이펜트빌) 1층 투썸플레이스",044-414-9499
1901835,고덕비즈밸리점,서울특별시 강동구 고덕비즈밸리로2가길 21 (고덕동) 1층,02-481-3537
1901865,오목교역점,서울특별시 양천구 오목로 332 (목동) LG베스트샵 1층,02-6951-0501
1900834,대구범어KBS점,대구광역시 수성구 달구벌대로492길 29 (범어동) 1층,053-755-9229
1901824,목포백년대로점,전남 목포시 백년대로 319,061-984-0527
1901849,완주봉동점,전라북도 완주군 봉동읍 과학로 1025 1층,063-262-0546
1901821,청라솔빛로점,"인천광역시 서구 솔빛로 20 (청라동, 도영프라자) 1층",032-566-5259
1901312,청주옥산점,충청북도 청주시 흥덕구 옥산면 청주역로 603,043-266-9799
1901811,신탄진대청호점,대전광역시 대덕구 대청로 152 (신탄진동) 투썸플레이스,042-935-2121
1901838,대전죽동점,대전광역시 유성구 죽동로297번길 22 (죽동) 1층,042-867-3700
1901771,고덕CN스퀘어점,"경기도 평택시 고덕여염9길 18 (고덕동, 고덕CN스퀘어) 1층",031-664-1214
1901129,세종고복LAKE점,세종특별자치시 연서면 도신고복로 603 투썸플레이스 세종고복LAKE점,044-866-6111
1901597,공주월송점,충남 공주시 금흥동 661번지,041-858-8808
1901789,수원여대점,경기 수원시 권선구 온정로30번길 70,031-293-2123
1901798,청라더리브티아모점,인천광역시 서구 중봉대로 490 (청라동) 청라더리브티아모 123호,032-234-8123
1901833,서초유니온타워점,서울 서초구 서초대로 353 1층 (서초동),02-3478-0900
1901644,인천마전역점,인천광역시 서구 마전동 1028-14 1층,032-563-8009
1901745,석촌호수점,"서울특별시 송파구 석촌호수로 220 1층 (석촌동, 보정빌딩)",010-6469-6016
1901792,인천신포점,인천광역시 중구 신포로 16-1 (신생동),032-773-1080
1901810,종각역점,서울 종로구 종로 72-0  (종로2가),02-722-2077
1901764,아산배방점,"충청남도 아산시 배방읍 모산로 115-4 (공수리,화인빌딩) 아산시 모산로 115-4",041-534-2690
1901817,장안동사거리점,"서울특별시 동대문구 답십리로 273 (장안동,한양빌딩) 1층",02-2212-9027
1901851,인천석바위시장역점,인천 남구 주안동 1542-7,032-710-1267
1900849,진도동외점,전라남도 진도군 진도읍 동외2길  3(쌍정리),061-544-4107
1901677,오금교이안과점,서울특별시 구로구 구로중앙로 217 (구로동) 1층,070-8657-2235
1901699,천안성거점,충남 천안시 서북구 성거읍 저리 57-105,041-621-1100
1901674,거제옥포로점,경상남도 거제시 옥포로 193 (옥포동) 1층,055-687-4778
1901736,광양백운쇼핑센터점,전남 광양시 금호동 716번지 백운쇼핑센터1층,061-795-8547
1901733,대구다사역점,대구 달성군 다사읍 매곡리 521-2 금호어울림 센트럴 상가 A104,053-582-5711
1901696,군산새만금점,"전라북도 군산시 새만금북로 424 (오식도동) 105,106호",063-466-4108
1901704,수원성균관대점,"경기 수원시 장안구 율전동 408-8 1층,2층",031-291-2252
1901698,천안백석점,충남 천안시 서북구 백석동 152-5번지,041-555-1525
1901732,광주백운초교점,"광주광역시 남구 독립로 49 (백운동) 1,2층",062-672-5999
1901712,인천도화점,인천 미추홀구 숙골로87번길 28-1,032-872-8111
1901742,부산양정국제식품점,부산광역시 부산진구 거제대로 70 (양정동) 1층,051-853-7071
1901601,포항장성푸르지오점,경상북도 포항시 북구 침촌지구로 7 (장성동) 1층 투썸,054-612-5333
1901622,김포통진점,경기도 김포시 통진읍 김포대로 2234 1층,070-8657-1313
1901716,평택석정점,경기도 평택시 돌우물길 1 (이충동) 1층,031-664-9999
1901613,세종로데오점,"세종 나성로 133-15 (나성동, 애플타워)",044-903-8232
1901623,일산역어반스카이점,경기 고양시 일산서구 일산동 2148 일산어반스카이,031-977-6668
1901695,사당역로데오점,서울 서초구 방배동 450-25,02-582-7791
1901713,천안신불당SK점,충남 천안시 서북구 불당 19로 92,041-557-1252
1901413,양주백석점,경기도 양주시 백석읍 호명로 76 1~2층,031-840-0002
1901366,경기광주쌍령DT점,경기도 광주시 경충대로 1411 (쌍령동) 투썸 경기광주쌍령DT점,031-765-2377
1901700,구산역점,"서울특별시 은평구 서오릉로 165 (구산동, 구산주택) 1층 104,105,106호",02-2135-6993
1901616,제부도점,경기도 화성시 서신면 해안길 304 1~2층,031-366-8818
1901726,대전가수원CGV점,대전 서구 가수원동 1042,042-546-6226
1901566,안녕점,경기도 화성시 효행로614번길 9-4 (안녕동) 1층,031-237-5955
1901721,한국은행사옥점,"서울특별시 중구 남대문로 39 (남대문로3가, 한국은행건물) 4층",02-759-4338
1901719,인천연수역점,인천광역시 연수구 벚꽃로 114 1층 (연수동),032-811-9788
1901424,경기광주초월역점,경기 광주시 초월읍 쌍동리 262번지 외 2필지,031-797-0511
1901465,대구수성못점,"대구광역시 수성구 용학로 118 (두산동, (주)뉴욕뉴욕) 1,2층 투썸플레이스",053-768-4777
1901652,대전송촌점,대전광역시 대덕구 송촌북로36번길 10 (송촌동) 투썸플레이스,042-633-9420
1901655,신촌대로점,서울특별시 마포구 신촌로 74 (노고산동) 1층,02-6402-2366
1901618,춘천후평점,강원도 춘천시 후석로 352 (후평동) 1층,033-253-3903
1901648,인천서창점,인천 남동구 서창남순환로216번길 30,032-463-6962
1901647,송산그린시티점,경기도 화성시 꽃내음2길 12-2 (새솔동) 프라임타워 1F,031-366-8828
1901621,숙대입구역점,서울 용산구 남영동 62-9,02-749-5607
1901661,김포풍무점,경기도 김포시 풍무로 83,031-998-8001
1901688,오션월드점,강원도 홍천군 서면 한치골길 262 (팔봉리) 실내존,033-436-5290
1901624,은평구청점,서울특별시 은평구 은평로 194 (응암동) 더위일아파트 1층,02-352-1433
1901659,분당미금점,경기 성남시 분당구 돌마로 46,031-718-2377
1901697,대전가장로점,대전광역시 서구 가장로 63 (괴정동) 투썸플레이스,042-523-2355
1901422,가평설악점,경기 가평군 설악면 신천리 574-8  574-8외 2필지,031-585-1812
1901374,화성사강점,경기 화성시 송산면 봉가리 180-1번지,010-5584-6477
1901580,완주삼봉점,전북 완주군 삼례읍 수계리 1253-1,063-261-2788
1901605,망우역사거리점,"서울특별시 중랑구 상봉로 134 (망우동, 삼부) 삼부오피스텔 1층",02-362-2388
1901490,진량농협하나로마트점,경상북도 경산시 진량읍 공단11로 257-10 진량농협하나로마트,053-859-5580
1901560,청주대정문점,충청북도 청주시 청원구 상당로 236 (우암동) 투썸플레이스,043-222-2382
1901631,충북옥천점,충청북도 옥천군 옥천읍 중앙로 159 1층,043-731-8885
1901496,동의대역점,"부산광역시 부산진구 가야대로 538 (가야동, 가야롯데캐슬골드아너) 근린생활시설2동 105호",051-893-2333
1901602,다산욱현하이브점,경기도 남양주시 다산중앙로171번길 40 (다산동) 1층,031-557-5077
1901561,인천주안아인애비뉴점,"인천광역시 미추홀구 경인로 372 (주안동, 포레나미추홀) 아인애비뉴 1116, 1117, 1118, 1119, 1120호",032-432-7688
1901562,성남시청점,경기도 성남시 중원구 여수동 190,031-722-5554
1901499,시흥거모점,"경기도 시흥시 군자로 520-0  (거모동, 동운디오빌아파트)",031-494-4999
1901559,위례중앙점,"경기도 성남시 수정구 위례광장로 300 (창곡동,위례중앙역중앙타워) 1층",031-752-6665
1901438,롯데월드매직아일랜드점,"서울특별시 송파구 올림픽로 240 (잠실동, 롯데월드) 매직아일랜드동 M1-1F-15",02-2143-1270
1901457,철원동송점,강원도 철원군 동송읍 금학로 242 (새마을금고) 금학로 242,033-455-1300
1901372,대전도마네거리점,대전 서구 도마동 142-49,042-526-0002
1901611,금촌로터리점,경기도 파주시 번영로 2,031-944-3008
1901558,수지동천역점,"경기도 용인시 수지구 신수로 767 (동천동,분당수지U-TOWER) 에이동 1층 에이 104",031-525-3434
1901458,광주오치점,광주광역시 북구 설죽로  328 (오치동),062-262-5720
1901181,철원주상절리점,강원 철원군 갈말읍 군탄리 1226-1,033-452-0025
1901365,별내별가람역점,"경기도 남양주시 덕송1로55번길 22 (별내동) 1층,2층",031-510-8238
1901473,개포언주로점,서울 강남구 개포동 656-3,02-573-3375
1901495,용산트윈시티점,"서울특별시 용산구 한강대로 366 (동자동,트윈시티남산) 1층",02-6222-3990
1901564,가평점,경기 가평군 가평읍 오리나무길 2-1,031-582-1313
1901228,북위례힐스테이트점,경기도 하남시 위례학암로14번길 18 (학암동) 1~2층,02-403-3020
1901383,분당오리역점,"경기도 성남시 분당구 구미로 8 (구미동) 분당M타워,102호",031-601-7977
1901294,일산벨라시타점,경기 고양시 일산동구 강송로 33,031-849-6675
1901469,대전법동점,대전 대덕구 동춘당로 187,042-626-8300
1901497,익산중앙점,전라북도 익산시 중앙로 28-1 (중앙동3가),063-855-8500
1901377,안동옥동점,경북 안동시 옥서로 49,054-855-5600
1901449,청주동남점,충청북도 청주시 상당구 중고개로125번길 19 (용암동) 1~4층,043-298-1200
1901484,서충주신도시점,충북 충주시 중앙탑면 원앙길 8-14,043-854-2555
1901429,신동테크트리점,"경기도 수원시 영통구 신원로 55 (신동, 테크트리영통지식산업센터) 1층 투썸플레이스",031-202-9333
1901443,대구강정보디아크점,대구광역시 달성군 다사읍 강정본길 57 (강정보통합관리센터) 3층,053-593-1001
1901336,순화타워점,"서울특별시 중구 세종대로7길 43 (순화동, 순화타워) 43 순화타워 1층",02-2088-5520
1901322,평택법원점,경기도 평택시 평남로 1010 (동삭동) 1층,010-9962-3642
1901095,용문산입구점,경기도 양평군 용문면 용문산로 597 1~2층,031-772-1103
1901384,인천스퀘어원점,"인천광역시 연수구 청능대로 210 (동춘동, 스퀘어원) 3층",032-456-4389
1901390,광주신가점,광주 광산구 신가동 1036-6번지,062-371-3589
1901158,북대전IC점,대전 유성구 관평동 579번지,042-932-0490
1901286,여의도광복회관점,서울특별시 영등포구 국회대로62길 15 (여의도동) 광복회관 1층,02-786-2388
1901396,판교만도점,경기도 성남시 분당구 판교로255번길 21 (삼평동) 1층,031-698-3151
1901367,거제고현점,경상남도 거제시 거제중앙로29길 6 (고현동) 1층 투썸플레이스 거제고현점,055-637-2353
1901378,포항상도자이점,경상북도 포항시 남구 상도동 700,054-278-7817
1901386,남양주덕소점,경기도 남양주시 와부읍 월문천로 115 1층,031-577-4447
1901401,부산용호메트로시티점,부산 남구 용호로 54번길 10,051-710-3909
1901376,광주하남3지구점,"광주광역시 광산구 하남대로 33 (하남동, 씨앤디빌딩) 1-2층",062-959-8300
1901433,송파장지역점,"서울 송파구 충민로 66, B1",02-2157-4531
1901075,중곡대원외고점,서울 광진구 중곡동 28-6,02-6952-1912
1901285,문경영신강변점,경상북도 문경시 영신로 102 (영신동) 1~2층,054-555-3340
1901154,강진아트홀점,전라남도 강진군 강진읍 보은로2길  14,061-434-2224
1901287,인천송도센트럴파크점,인천 연수구 센트럴로 194,032-288-2222
1901134,광주수완대로DT점,광주 광산구 도천동 275-10,062-953-2242
1901338,삼척조각공원점,"강원도 삼척시 새천년도로 333 (교동, 씨다이닝) 1~2층",033-575-7779
1901369,안산사동점,경기 안산시 상록구 사동 1431-10,031-407-0901
1900952,아산시청문화공원점,충남 아산시 온천동 1200번지,041-534-2700
1901170,제주대병원점,"제주특별자치도 제주시 아란13길 10 (아라일동) 1,2층",064-702-5810
1901356,미아테라스파크점,서울 강북구 삼양로 27길 43 위브테라스파크,02-985-2355
1901321,진주경상대점,경상남도 진주시 진주대로 504 (가좌동),055-759-4375
1901235,대구달성군청점,"대구광역시 달성군 논공읍 비슬로 1880 1,2층",053-616-3266
1901302,두타몰점,"서울특별시 중구 장충단로 275 (을지로6가, 두산타워빌딩) 두타몰 4층",02-6953-0024
1901139,화성봉담2지구점,"경기도 화성시 봉담읍 상리중심상가길 6-4 107호, 204호",031-292-6629
1901225,포천산정랜드점,경기 포천시 영북면 산정리 75,031-532-3751
1901278,산본학원가점,경기 군포시 산본동 1099-1,031-398-6663
1901177,청도산성강변점,경상북도 청도군 화양읍 산성강변길 464 투썸플레이스,054-373-0116
1901096,대전오룡역점,대전광역시 중구 계룡로 814 (오류동) 투썸플레이스,042-536-4545
1901237,인천송현점,인천광역시 동구 수문통로 47 (송현동) 1층,032-777-9006
1901229,안산선부점,경기 안산시 단원구 선부광장1로 84,031-439-0040
1901260,고덕점,서울 강동구 명일동 48-16 한양빌딩,02-6953-0068
1901207,산본역점,"경기도 군포시 산본로323번길 22 (산본동, 계정빌딩) 2층",031-341-5474
1901250,속초서희더베이점,강원도 속초시 동해대로 3958 (조양동) 1층~2층,033-800-8090
1901268,전주삼천점,전북 전주시 완산구 강변로 68,063-224-5620
1901269,광주매곡점,"광주광역시 북구 하백로6번길 12 (매곡동,대광로제비앙) 1층",062-571-3334
1901306,국군수도병원점,"경기 성남시 분당구 율동 222, 국군수도병원",031-707-2388
1901251,용답역점,서울시 성동구 용답길 85,02-6215-3889
1901118,이태원점,서울특별시 용산구 이태원로 167 (이태원동),02-6953-9997
1900912,담양담빛호수점,전라남도 담양군 담양읍 담빛리 574번지,061-383-8020
1901204,고흥터미널점,전라남도 고흥군 고흥읍 터미널길 13 106~107호,061-835-1577
1901256,대구신서이노밸리점,대구 동구 경안로 847,053-965-9997
1901197,방이한양건설점,서울특별시 송파구 백제고분로50길 7 한양건설,02-2240-4880
1901249,시흥신천점,"경기도 시흥시 신천로 94 (신천동) B동 112호, 113호",031-404-3002
1900605,군산미룡점,전북 군산시 미룡동 868-1번지,063-465-2929
1901210,신갈오거리점,경기도 용인시 기흥구 신갈로 60 (신갈동),031-281-9696
1901168,대구상동팔래스점,"대구광역시 수성구 수성로 128 (상동) 1,2층",053-763-1455
1901171,발산역사거리점,서울특별시 강서구 공항대로 290 (내발산동) 신우빌딩 B동 1층 105호,02-2138-0018
1901178,고양관산점,경기도 고양시 덕양구 통일로 757 (관산동) 2층,031-966-7795
1901226,대전신성점,대전 유성구 가정로 93 (신성동),042-861-6015
1901212,인천산곡역점,"인천광역시 부평구 길주로364번길 9 (산곡동, 부평IPARK) 101동 119, 120, 121호",032-330-5777
1901203,대전월평본점,대전 서구 월평중로 22,042-486-1278
1901082,평택센트럴자이점,경기도 평택시 동삭로 370-16 (동삭동) 1~2층,031-656-5655
1901234,가산대륭18차점,서울 금천구 가산디지털1로 19,02-2629-4579
1900785,여주월송점,경기도 여주시 월평로 61-6 1층1 (월송동) 투썸플레이스,031-883-3167
1901089,서대문홍은점,서울특별시 서대문구 가좌로 143  1층(홍은동),02-303-4129
1901021,울산유곡점,울산 중구 종가2길 2-11,052-245-6245
1900532,순천순광로DT점,"전라남도 순천시 순광로 188 (조례동, 현대스틸하우징)",061-722-8400
1901182,포이DI점,서울 서초구 양재동 263-5,02-573-8881
1901169,공덕풍림빌딩점,"서울특별시 마포구 마포대로 127 (공덕동,풍림브이아이피텔) 1층",02-701-3992
1901173,수원매교역점,경기 수원시 권선구 세류동 97-63 1층,031-232-1569
1901216,춘천퇴계점,"강원 춘천시 안마산로 199,1층 105호(퇴계동)",033-263-7859
1901138,돌곶이역점,서울특별시 성북구 화랑로 237 (장위동) 1층,02-6953-9223
1901199,춘천강원대학교두리관점,"강원도 춘천시 강원대학길 1 (효자동, 강원대학교) 두리관 1층",033-256-8070
1901046,대흥역점,"서울특별시 마포구 백범로 116 (염리동, 동무마포타워) 1층",02-717-0925
1901097,대전도룡점,대전 유성구 도룡동 394-1,042-867-3941
1901088,별내송산로점,경기도 남양주시 송산로 254 (별내동) 1층2층,031-575-2168
1901191,나주호수공원점,전남 나주시 중야2길 14 (빛가람동),061-332-1523
1901142,남양주별내역점,경기도 남양주시 별내1로 6 (별내동) 1층,031-575-1321
1900460,홍천연봉점,강원도 홍천군 홍천읍 연봉로6길 2 홍천농협,033-433-9923
1901013,수원천천점,경기 수원시 장안구 만석로 19번길 29,031-271-2053
1901201,포천고모호수점,경기도 포천시 소흘읍 죽엽산로 438 고모리 663-2,031-543-9420
1901085,대구원대오거리점,대구광역시 북구 옥산로 1 (노원동1가) 1층,053-214-4231
1901133,강서화곡로점,"서울특별시 강서구 화곡로 228 (화곡동, 대원빌딩) 2층",02-2603-0333
1901151,창원경상대병원점,경남 창원시 성산구 삼정자로 7,055-274-3667
1901102,송파방이역점,서울 송파구 방이동 201-4 1층,02-2202-2014
1901153,서동탄역점,경기 화성시 남여울3길 3,031-8015-9150
1901147,강북구청점,"서울특별시 강북구 한천로 1035 (수유동, 우성빌딩) 1층",02-6953-9227
1901121,충북혁신중앙점,충북 음성군 맹동면 장성로 107,043-878-2525
1901090,대전비래점,대전광역시 대덕구 비래동로 7 (비래동) 투썸플레이스,042-625-3334
1901108,광명G타워점,경기 광명시 소하동 1344,02-897-2202
1900861,송도닥터플러스몰점,"인천광역시 연수구 컨벤시아대로230번길 54 (송도동) 1,2층",032-858-1222
1900865,의정부호원점,경기도 의정부시 평화로 239 (호원동) 105호~108호,031-877-7955
1901137,금호하이리버점,"서울특별시 성동구 금호로 105 (금호동2가,래미안하이리버 상가동) 지하 3층",02-2256-5552
1901155,대구가톨릭병원대로점,대구광역시 남구 두류공원로 102 (대명동) 1층,053-622-7700
1901028,안산부곡점,경기 안산시 상록구 부곡동 672-12,031-501-5778
1901083,구미신평점,"경북 구미시 구미대로 409, 1층 109호",054-461-9669
1901136,부산명지옛터공원점,부산광역시 강서구 명지국제13로가길 18-1 (명지동) 1층,051-909-9000
1901149,예술의전당점,서울 서초구 반포대로 34,02-582-4541
1901107,연천전곡점,경기도 연천군 전곡읍 전곡로 185 (은대리) 1층,031-835-8900
1900993,신논현점,서울시 강남구 봉은사로 125 1층,02-2039-8991
1900892,신월ICDI점,서울특별시 양천구 남부순환로 424 (신월동) 투썸플레이스 신월IC DI점,02-2039-2278
1901061,석촌역점,"서울특별시 송파구 송파대로 437 (석촌동, 덕일빌딩) 1, 2층",02-2039-2415
1900678,속초외옹치점,강원도 속초시 해오름로 67 (대포동) 2~3층,033-636-1709
1900815,원주소금산그랜드밸리점,강원 원주시 지정면 간현리 1108-18,033-735-7817
1901018,대구두류공원점,대구광역시 달서구 두류공원로 242 (두류동) 1층 투썸플레이스,053-247-2420
1901029,인천주안역북부점,"인천광역시 미추홀구 석정로 433 (주안동, 영일빌딩) 101호",032-715-4023
1901070,제주이도점,"제주특별자치도 제주시 중앙로 286 1층 (이도이동, 김기수안과빌딩)",064-755-1516
1901036,북수원정자타운점,경기 수원시 장안구 정자동 878-2,031-271-4974
1900783,광양이순신대교점,전남 광양시 중동 1805~ 1892 (중동 1891-3),061-791-1230
1900906,충주성서점,충청북도 충주시 성서7길 17 (성서동) 투썸플레이스 충주성서점,043-845-6656
1901017,김포디원시티시그니처점,"경기도 김포시 김포한강10로133번길 107 (구래동, 디원시티시그니처) 120~123호",031-628-9899
1900911,인천계양점,"인천광역시 계양구 오조산공원로 22 (용종동, 계양프라자)",032-542-2353
1900953,양천향교역점,서울특별시 강서구 강서로 460 1층,02-2668-3666
1900978,대구테크노중앙로점,"대구광역시 달성군 유가읍 테크노중앙대로 254 (봉리,하이젠스타) 투썸대구테크노중앙로",053-615-2577
1900973,송파헬리오시티점,서울특별시 송파구 가락로 78 (석촌동) 더시티프라자 1층,02-2039-0645
1900976,아산탕정점,충남 아산시 탕정면 탕정면로 8 트라빌딩 1층,041-532-2313
1901005,대웅제약사옥점,"서울특별시 강남구 봉은사로 644 (삼성동, 대웅제약빌딩) 1층",02-2039-8922
1900975,대전목동더샵리슈빌점,대전광역시 중구 선화서로 118 (선화동) 투썸플레이스,042-222-1136
1900718,춘천KBS사거리점,강원도 춘천시 퇴계로 9 (퇴계동) 1층,033-243-7488
1901022,인천구월예술로점,"인천광역시 남동구 예술로140번길 33 (구월동, 화성빌딩) 101호",032-422-2006
1900972,완주삼례점,전라북도 완주군 삼례읍 삼례로 382 1층,063-291-5511
1900450,여수소호동동다리점,"전라남도 여수시 소호로 490 (소호동) 1,2층",061-685-8989
1900962,영등포로터리점,서울 영등포구 경인로 900,070-7623-0202
1900918,송탄출장소점,"경기도 평택시 관광특구로 36 (서정동, 송탄빌딩) 1층",031-664-1002
1900909,부산반여점,부산 해운대구 선수촌로 103-8,010-2402-1038
1900920,안양석수점,경기도 안양시 만안구 충훈로 70,031-472-1113
1900934,인천청라홈플러스점,"인천 서구 중봉대로 587, 2층",070-8824-5860
1900869,마포공덕점,서울 마포구 마포대로 156,02-703-7772
1900946,홈플러스작전점,"인천광역시 계양구 계양대로 27 (작전동, HOMEPLUS작전점) 1층 투썸플레이스",032-724-8993
1900686,제주아라점,제주 제주시 아라일동 6134-2번지,064-702-6364
1900917,이천창전점,"경기 이천시 영창로173번길 1, B동",031-631-5555
1900938,인천완정점,인천광역시 서구 청마로19번길 20 (당하동) 1층,032-566-5514
1900914,노원하계1동점,"서울특별시 노원구 노원로 238 (하계동) 1층 4호,5호",02-971-1911
1900838,야탑NC점,"경기도 성남시 분당구 야탑로75번길 9 (야탑동, 금호프라자) 102호",031-8039-6767
1900859,원주단계봉화산점,강원도 원주시 서원대로 54 (단계동) 1~2층,033-744-8282
1900907,여수성산공원점,"전라남도 여수시 성산로 42 (화장동) 1,2층",061-684-7272
1900854,구리인창점,"경기도 구리시 건원대로 67 (인창동, 한진빌딩) 1층 투썸플레이스",031-522-6144
1900807,광양덕례점,전라남도 광양시 광양읍 인덕로 922 (덕례리 340-2),061-763-0123
1900808,송도동북아무역센터점,"인천광역시 연수구 컨벤시아대로 165 (송도동,포스코타워-송도) 1층",032-834-1506
1900873,천안목천점,충남 천안시 동남구 목천읍 신계리 342-4,041-522-6647
1900836,일산백마점,경기도 고양시 일산동구 일산로 200 (마두동) 1층,031-932-2334
1900763,인천독정이삼거리점,인천광역시 미추홀구 독정이로 3 (용현동) 용현동 490-136,032-655-1111
1900800,강서등촌3동점,"서울특별시 강서구 공항대로41길 34 (등촌동, 플러스존) 102호",02-2658-8281
1900853,미사역점,"경기도 하남시 미사강변남로 99 (망월동, 더오페라2) 1층 120호-125호",031-8027-9077
1900651,순천신대점,전라남도 순천시 해룡면 신대3길 2 (신대리) 1층,061-724-1230
1900754,기장일광해변점,부산 기장군 일광면 기장해안로 1290,051-723-0819
1900825,인천가좌점,인천 서구 건지로 375,032-572-3477
1900608,방배이수점,서울 서초구 방배동 1545,070-4099-0780
1900813,수원연무점,경기도 수원시 장안구 창룡대로 175 (연무동) 1층,031-8067-8022
1900597,포항영일대점,경상북도 포항시 북구 해안로 93 (두호동),054-255-2631
1900786,대구동천점,대구광역시 북구 동천로 133 (동천동) 대성시티프라자 203호,053-314-2322
1900794,이수역사거리점,"서울특별시 서초구 서초대로 2 (방배동, 이수파이브) 1, 2층",02-587-2226
1900545,진천혁신도시점,"충북 진천군 덕산면 두촌리 2464, G-place 진천2 101호~105호",043-537-5325
