지역,매장명,주소,전화번호
전라남도,목포상동점,"전라남도 목포시 옥암로 182, 1층​",070-8680-0600
강원도,강릉유천점,강원 강릉시 선수촌로 79-7 102호,033-823-0066
경기도,수원정자시장점,경기 수원시 장안구 수성로 261번길 6,031-548-4460
강원도,강릉포남점,강원 강릉시 포남동 1186-1 1층,033-823-0330
경상남도,진주경상대후문점,경상남도 진주시 가좌동 868-25 (가좌길 17-1),070-8988-5886
경기도,안성아양점,경기도 안성시 옥산동 598(안성시 아양1로 77-10) 해천프라자 1동 103호,031-674-1594
서울특별시,신림대학점,"서울 관악구 신림로23길 21 (신림동, 웰탑스터디독서실) 1층",070-8648-1222
부산광역시,부산광안하버뷰점,부산광역시 수영구 민락수변로 49 광안KCC스위첸하버뷰 104호,070-5100-2840
부산광역시,부산금정구청점,부산광역시 금정구 부곡동 64-34 티아이더코어 101호,051-714-0299
대전광역시,대전노은3동점,"대전 유성구 지족동 1025-1 1층,106호",042-710-9600
경기도,수원곡선하늘채점,경기 수원시 권선구 곡반정로 151 1층,070-7542-8075
경상북도,경주대릉원점,경북 경주시 황남동192-4,054-741-0022
서울특별시,수유시장점,서울 강북구 도봉로67길 8,02-989-3122
충청남도,천안신부동아점,충남 천안시 동남구 터미널9길 25,070-8670-4707
경기도,평택법원점,경기 평택시 평남로 1039 105호,031-8054-8945
서울특별시,석촌역점,서울 송파구 백제고분로 385 102호,070-8676-1453
경기도,지축역점,경기 고양시 덕양구 지축1로 39 지축프라자 104호,02-381-6373
전라북도,군산시청점,전북 군산시 조촌4길 15 (조촌동) 1층,070-5056-0332
서울특별시,태릉입구역점,"서울 노원구 동일로 986, 104호",070-4077-2127
전라남도,순천금당점,"전남 순천시 해룡면 장선배기길 141, 1층 104호",070-8670-3058
서울특별시,서대문경희궁점,"서울 종로구 경교장길 35 (평동, 경희궁자이 3단지) 1층 3135호",070-4355-3301
대전광역시,대전갈마점,대전광역시 서구 신갈마로 110-1(갈마동),0507-2093-9760
서울특별시,창동역서부점,서울 도봉구 노해로63다길 10,02-2135-1221
경기도,부천도당산업단지점,경기 부천시 도당동 160-8,032-673-1117
대구광역시,대구효목점,대구 동구 효목로 35,053-751-1219
대전광역시,대전둔산청솔점,대전 서구 둔산로 216 (1층 빽다방 ),070-5066-6160
전라북도,전주아중점,전라북도 전주시 덕진구 아중로 175 102호,070-5100-1995
서울특별시,문정역점,서울 송파구 문정동 643-1(법원로 114),02-2283-1165
경기도,삼송스칸센점,경기 고양시 덕양구 삼송로 240(삼송동 294) 힐스테이트삼송역스칸센 A동 124호,070-4667-3560
서울특별시,번동초교점,서울 강북구 번동 310-4 1층,070-5030-2273
경기도,화성병점2동점,경기도 화성시 병점2로 65,070-5100-1950
전라남도,여수학동e편한점,전라남도 여수시 학동 1번지 일원 A동 102호,061-807-3644
울산광역시,울산서부점,울산광역시 동구 방어진순환도로 925,052-713-8355
서울특별시,구로이앤씨6차점,"서울특별시 구로구 디지털로31길 41 (구로동, 이앤씨벤처드림타워6차), 1층 108호",02-869-1777
경기도,광명일직점,경기도 광명시 일직동 510-7,02-899-9975
대전광역시,대전맑은아침점,대전광역시 서구 내동 17-11 1층 111~112호,042-710-6633
서울특별시,상계역점,서울특별시 노원구 중계동 606 1층 105호,02-2088-5805
세종특별자치시,세종반곡점,"세종특별자치시 한누리대로 1828,108호",044-862-4431
서울특별시,건대동문회관점,서울특별시 광진구 아차산로36길 5,070-7537-1508
서울특별시,정릉뉴타운점,서울특별시 성북구 길음로9길 50 지2층8호 (길음동 1286외2필지 길음뉴타운 상가동 208호),02-2039-3644
경기도,용인마북점,"경기도 용인시 기흥구 마북로 159, 1층 115호",031-8019-8779
충청남도,천안불당쌍용점,충청남도 천안시 서북구 불당11로 99 1층,041-622-3322
대전광역시,대전유성구청점,대전광역시 유성구 어은동 110 동천빌딩 1층,042-716-4045
경기도,구리수택점,경기도 구리시 수택동 847-7(체육관로80번길 9) 1층,031-567-9990
경기도,풍산역점,경기도 고양시 일산동구 중산동 1806 103호,070-4849-0027
제주도,제주애월좋은마트점,제주특별자치도 제주시 애월읍 일주서로 6679 (신엄리) 1층,064-799-1144
충청남도,천안터미널점,"충청남도 천안시 동남구 만남로 15 (신부동, 민현빌딩)",041-523-5343
서울특별시,신당역점,서울특별시 중구 퇴계로 423 (황학동),070-8691-1530
경기도,안산본오2동점,경기도 안산시 상록구 각골로 68 (본오동) 1층,070-8691-2508
세종특별자치시,세종종촌점,세종특별자치시 종촌동 658 104호,044-864-3655
전라북도,전주효자안행교점,전라북도 전주시 완산구 효자동1가 281-3 1층,063-222-0853
경상남도,빽다방 빵연구소 김해삼계한라비발디점,경상남도 김해시 삼계동 634,055-321-3332
대전광역시,대전용두선화점,"대전광역시 중구 중앙로 23-17, 1층 상가 111호",042-223-1008
대구광역시,대구대신자이점,대구광역시 중구 달구벌대로 1955 상가302동 1층 빽다방,053-252-0248
경상북도,경산삼성현공원점,경상북도 경산시 남산면 인흥리 363-15,053-801-9906
대구광역시,대구방촌상명점,대구광역시 동구 화랑로 383,053-982-7893
서울특별시,가산SKV1점,"서울특별시 금천구 가산디지털1로 171, skv1센터 102호",02-6244-8885
인천광역시,송도아트포레점,인천 연수구 송도동 84-2 A동 1층 111호,032-831-2085
경기도,광명소하점,경기도 광명시 소하로 81,02-897-9088
경기도,부천시청역점,경기 부천시 길주로 221 시티오피스 1층 102호,032-327-8242
서울특별시,북서울꿈의숲점,서울특별시 성북구 돌곶이로 220 코오롱하늘채아파트 상가 104동 106호,02-943-7555
전라북도,군산대점,전라북도 군산시 황룡로 9,063-468-1379
경기도,회룡역점,경기도 의정부시 호원동 51-2,031-875-0811
경기도,광교에듀타운점,"경기도 수원시 영통구 이의동 1347-3, 에듀프라자 111호",070-7724-0024
충청남도,충남계룡엄사점,충청남도 계룡시 엄사면 번영로 26,042-349-0096
서울특별시,숭실대점,서울특별시 동작구 상도동 501(사당로 10) 지하1층,02-3280-3910
세종특별자치시,세종다정점,세종특별자치시 다정중앙로 53,044-862-4432
충청북도,청주율량9단지점,충청북도 청주시 청원구 율중로 79번길 8(율량동),043-211-7600
인천광역시,지식정보단지역점,"인천광역시 연수구 송도동 9-19, 에몬스프라자 1층 111호",032-215-7783
경상남도,진주평거수정초점,﻿경남 진주시 진양호로 74 1층,055-741-9655
서울특별시,쌍문세라믹점,서울특별시 도봉구 도당로 10,02) 995-5551
울산광역시,울산삼산롯데점,울산광역시 남구 삼산로 278번길 4,052-257-4009
전라남도,무안목포대점,전라남도 무안군 청계면 도림길 87-23,061-452-4852
경기도,평택센트럴자이점,경기도 평택시 상서재로 50 상가109호,031-652-8631
대구광역시,대구대봉점,대구광역시 중구 대봉로 222,053-422-7898
인천광역시,인천숭의용마루점,인천광역시 미추홀구 인주대로 74 (용현동),032-888-8409
인천광역시,부개주공점,인천광역시 부평구 부흥로 416 101호 1층,032-511-7666
경상북도,칠곡석적중리점,경상북도 칠곡군 석적읍 북중리3길 45,054-973-7773
경기도,광명새마을시장점,경기도 광명시 광명동 342-5 1층,02-2060-4512
서울특별시,양평중흥S클래스점,"서울특별시 영등포구 선유서로24길 6 (양평동1가, 영등포 중흥 S-CLASS) 1층 106호",02-2675-5880
전라남도,해남군청점,전라남도 해남군 해남읍 성내리 21-1,061-535-0890
경기도,수원화서시장점,경기도 수원시 팔달구 동말로 53,0507-2093-8388
제주도,제주일도동문점,제주특별자치도 제주시 일도일동 1047-1 1층,064-755-0100
충청남도,천안병천점,충청남도 천안시 동남구 병천면 아우내순대길 9,041-522-5126
서울특별시,보광점,서울특별시 용산구 보광로 47 1층 (보광동),02-794-5565
전라북도,전주반월점,전라북도 전주시 혁신로 697 108호,063-214-3926
인천광역시,인천만수역점,인천광역시 남동구 구월로 366 (만수동) 1층,032-466-1539
서울특별시,중화역점,"서울특별시 중랑구 봉화산로 39, 1층 101호",02-433-5183
서울특별시,동양미래대점,"서울특별시 구로구 고척동 76-181, 1층 101호",02-3666-5444
서울특별시,공릉역점,서울특별시 노원구 공릉동 395-8,02-975-5550
경기도,이천하이닉스점,경기도 이천시 부발읍 경충대로 2100,070-7619-0077
전라북도,전주만성지구점,전라북도 전주시 덕진구 만성동로 59,070-7585-5595
서울특별시,개봉역북부점,서울특별시 구로구 경인로40길 41(개봉동 181-6),02-2688-2220
경기도,시흥매화점,경기도 시흥시 매화로 46,070-4647-4695
경상북도,영천완산점,경상북도 영천시 시장로 53,054-335-8847
경기도,안산역점,경기도 안산시 원곡동 798-6,031-495-7101
경기도,봉담동화마을점,경기 화성시 봉담읍 동화길 81-10 상도프라자 104호,031-227-1025
충청북도,청주복대사거리점,충청북도 청주시 흥덕구 복대로 173,043-234-9980
경기도,안양충훈부점,경기도 안양시 만안구 석수동 785-16(충훈로 89) 1층 101호,031-341-0300
울산광역시,울산타임스퀘어점,울산광역시 남구 야음동 789-14 울산타임스퀘어 121호,070-4284-8060
경기도,안산본오신안점,경기도 안산시 상록구 본오동 871-6 성문빌딩 1층,070-4101-0060
전라북도,전주삼천흥건점,전라북도 전주시 삼천동 1가 300-3,063-901-5321
전라북도,빽다방 빵연구소 전주평화점,전라북도 전주시 완산구 평화로 210,063-903-0805
경기도,의정부가능역점,경기 의정부시 평화로 633-3 (의정부동),031-821-7264
경기도,동탄호수공원점,경기도 화성시 동탄순환대로 127-5,031-374-5937
경기도,동탄역아이비파크점,경기도 화성시 동탄광역환승로 73,031-374-0132
충청북도,충북보은점,충청북도 보은군 보은읍 보은로 105,070-7585-3324
서울특별시,연희삼거리점,"서울 서대문구 연희로 118, 1층 빽다방",02-2039-3454
인천광역시,인천연안부두점,인천 중구 축항대로86번길 23,032-889-7077
충청남도,아산배방연화점,충청남도 아산시 배방읍 용연로 91,041-534-4318
경상남도,진주평거점,경상남도 진주시 순환로 539,055-920-8889
충청남도,천안차암점,"충청남도 천안시 서북구 3공단6로 58-8, 102호",070-8814-2712
대구광역시,대구상인화성파크점,대구광역시 달서구 상인동 1596,053-633-0777
대구광역시,대구북구서변점,대구광역시 북구 서변동 1787 (호국로 215),053-201-5507
인천광역시,인천선학역점,인천광역시 연수구 학나래로118번길 47,032-816-9788
세종특별자치시,세종소담점,세종특별자치시 한누리대로 2016번지 1층,044-862-9290
경기도,안양석수중앙점,경기도 안양시 만안구 안양로 483(석수동 319-1),031-8068-8868
서울특별시,중계씨앤미점,서울특별시 노원구 동일로204가길 34,02-2243-1544
충청남도,천안불당호반점,"충청남도 천안시 불당 34길 3-17, 1층",041-553-3113
서울특별시,돈암점,서울특별시 성북구 동선동4가 98-2,02-953-2351
인천광역시,인천서운산업단지점,"인천광역시 계양구 서운산단로 3길 4, sb타워 107호",032-555-9313
경기도,하남미사역점,"경기도 하남시 미사강변동로 85(망월동1106), 힐스테이트 에코 미사 111호",031-796-2329
대전광역시,대전용운에코포레점,대전광역시 동구 용운동 297 1층,042-285-5552
경기도,동탄영천K밸리점,경기 화성시 동탄첨단산업1로 14 동탄케이밸리 1층 112호,031-612-7161
충청북도,충북혁신도시진천점,충청북도 진천군 덕산읍 시가로 14,043-535-8672
충청북도,청주테크노폴리스점,"충청북도 청주시 흥덕구 송화로184번길 4, 102호",043-260-2389
서울특별시,강남역CGV점,서울특별시 강남구 테헤란로1길 48,02-566-5353
제주도,제주봉개DT점,제주특별자치도 제주시 봉개동 598,064-755-8686
경상북도,경북고령중앙점,경상북도 고령군 대가야읍 중앙로 13-1 (구. 헌문리234번지),054-906-9828
제주도,제주연동긱스타점,"제주특별자치도 제주시 연동13길 3(연동,진선엘트빌) 1층",미등록
충청남도,충남금산점,충청남도 금산군 금산읍 비단로 319,041-754-5100
전라북도,전주효자LH점,전라북도 전주시 완산구 효자동2가 1332-1,063-714-2119
제주도,서귀포하원점,제주특별자치도 서귀포시 일주서로 443,064-803-0110
서울특별시,마곡역류마타워점,서울특별시 강서구 마곡동 798-2(공항대로 164) 류마타워 105호,02-6080-2912
전라북도,전주본병원점,전북특별자치도 전주시 완산구 유연로 275,063-272-2922
대전광역시,대전보건대점,대전 동구 우암로 329 1층(가양동),042-622-7780
서울특별시,뚝섬역점,서울특별시 성동구 성수동1가 14-51,02-6349-2800
서울특별시,마곡역로뎀타워점,"서울특별시 강서구 마곡동 799-1, 로뎀타워1층 127호",02­-6015-8860
서울특별시,석촌고분역점,서울특별시 송파구 삼전동 101-9 (백제고분로 257),02-422-8526
인천광역시,송도랜드마크시티점,"인천광역시 연수구 랜드마크로 68, 1층 40호",032-859-2006
대구광역시,대구알파시티점,대구광역시 수성구 시지동 584-1,053-791-4373
광주광역시,광주소촌점,"광주광역시 광산구 소촌로 147, 1층 109호",062-943-8855
경기도,부천U1센터점,"경기도 부천시 조마루로385번길 92, 1층 116호(원미동)",032-240-6060
서울특별시,삼양동사거리점,서울특별시 강북구 삼양로 169 (미아동),02-980-3382
경기도,옥정다올스퀘어점,경기도 양주시 옥정동 1049-4( 옥정로 139) 다올스퀘어빌딩 1층 109호,031-857-9849
서울특별시,봉화산역점,서울 중랑구 신내로 211 금강리빙스텔 1층 121호,02-3421-7971
경기도,수원북문점,"경기도 수원시 장안구 정조로 933번길 3, 1층",031-8031-5008
서울특별시,구일역점,"서울특별시 구로구 구일로 8길 56, 구일프라자 1층 102호(구로동)",02-858-1236
전라남도,전남광양덕례점,전라남도 광양시 덕례리 1773-6,미등록
광주광역시,광주진월금당점,광주광역시 남구 금당로 12-1,062-654-6286
인천광역시,송도캐슬파크점,인천광역시 연수구 송도동 8-20 번지,032-834-0816
경기도,성남대원사거리점,경기 성남시 중원구 둔촌대로 389번길 1,031-733-9030
충청남도,천안목천점,충청남도 천안시 동남구 목천읍 충절로 896,041-566-4087
제주도,신서귀포점,제주도 서귀포시 신중로 26-8,미등록
광주광역시,광주신창사거리점,광주광역시 광산구 신창동 1220-1,062-962-1236
인천광역시,송도더테라스점,인천광역시 연수구 송도동 316번지 147호,032-833-0805
세종특별자치시,세종다온주유소점,"세종특별자치시 세종로 1328, 알뜰주유소",044-866-5184
경기도,힐스테이트동탄역점,경기 화성시 동탄기흥로585 상가 126호,031-8043-4344
충청북도,청주개신점,충청북도 청주시 서원구 개신도 628,043-234-0628
경상남도,김해율하점,"경상남도 김해시 율하3로 45, 101호 (율하동, 유성프라자2)",055-311-7111
강원도,태백중앙점,강원도 태백시 황지로 164-1,033-552-1363
경기도,용인수지신봉점,경기도 용인시 수지구 신봉2로 3,031-265-1189
서울특별시,수락산역점,"서울특별시 노원구 상계동 1258, 오피앙상가 103호",02-939-0726
경상북도,경산펜타힐즈점,경상북도 경산시 중산동 635-1 SM타워 117호,053-710-7771
서울특별시,중곡시장점,서울특별시 광진구 중곡동 192-5(서울 광진구 면목로 145),02-6489-0393
충청북도,청주복대점,충청북도 청주시 흥덕구 복대동 2926,043-237-5549
인천광역시,청라SK뷰점,"인천광역시 서구 옥빛로 4, 1층 101호 (청라동)",032-566-4807
경기도,용인한숲시티점,경기도 용인시 처인구 남사읍 한숲로 54 (아곡리),031-322-1009
인천광역시,인천국제성모병원점,인천광역시 서구 탁옥로 104,032-566-6555
경상남도,진해자은점,"경상남도 창원시 진해구 냉천로 156, B102호",055-542-4277
충청남도,천안백석환서점,충남 천안시 서북구 한들3로 78-3 (백석동) 1층,031-716-3888
대전광역시,대전한민시장점,대전광역시 서구 가장동 61-19,070-7514-2135
경기도,송산그린시티점,"경기도 화성시 수노을중앙로 126, 1층 102호 (새솔동)",031-355-1464
경기도,일산강선점,경기도 고양시 일산서구 중앙로 1413 (주엽동 106-3),031-911-9911
대전광역시,대전정림점,대전광역시 서구 정림로 62-1,042-584-2100
대전광역시,대전복수점,대전 서구 복수동로 40,070-7756-4448
경기도,일산가좌마을점,경기도 고양시 일산서구 가좌1로 63,031-921-4544
전라북도,전주효천지구점,전라북도 전주시 완산구 효자동2가 1359-6,063-237-2737
경기도,위례역점,"경기도 성남시 수정구 위례서일로 34, 성희프라자 103호",070-8884-2021
경기도,평택포승점,경기도 평택시 포승읍 여술2길 24,031-686-6008
경기도,김포사우점,"경기도 김포시 사우중로 79 (북변동 825), 1층 103호",031-998-7405
대전광역시,대전만년점,"대전광역시 서구 둔산대로 117번길 82, 그레이스K 2차 1층 101호 (만년동)",042-477-0111
대전광역시,대전문지점,대전광역시 유성구 문지동 649-2,042-864-1224
충청남도,천안원성점,충청남도 천안시 동남구 버들로 127,041-522-3979​
인천광역시,작전현대점,"인천 계양구 효서로 377 (작전동, 현대2차아파트) 1층",032-548-7774
충청북도,청주율량사천점,충청북도 청주시 청원구 율봉로 95,043-215-3330
제주도,제주법조타워점,"제주특별자치도 제주시 남광북1길 1 (이도이동, 제주법조타워)",064-725-1235
대구광역시,대구침산오페라점,대구광역시 북구 침산로 100,053-355-1101
광주광역시,광주첨단2지구점,"광주광역시 북구 첨단연신로 107번길 15, 1층 101호(신용동)",062-572-9900
경상남도,경남하동점,경상남도 하동군 하동읍 경서대로 136,055-882-8870
대전광역시,대전신성점,대전광역시 유성구 신성남로 61,042-862-3700
서울특별시,먹골역점,서울특별시 중랑구 묵동 174-4번지,02-979-2208
경기도,성남신구대점,경기도 성남시 중원구 금광동 2399,031-741-4868
충청남도,당진기지시점,충청남도 당진시 송악읍 반촌로 70-17,070-7576-4334
제주도,제주연동사거리점,"제주특별자치도 제주시 선덕로1, 103호",064-743-0179
경기도,수원권선시장점,경기도 수원시 권선구 세권로 184,031-891-3708
경상북도,왜관역점,경상북도 칠곡군 왜관읍 중앙로8길 7,054-920-7571
경기도,일산풍동점,"경기도 고양시 일산동구 숲속마을로 44, 102호",031-903-4367
전라북도,빽다방 빵연구소 전주기지제호수점,전라북도 전주시 덕진구 중동로 104-16,063-211-7596
세종특별자치시,세종어반아트리움점,"세종특별자치시 나성북로 30, 퍼스트원 105호",044-865-8099
충청북도,충북진천점,충청북도 진천군 진천읍 상산로 73 (읍내리),043-534-5509
인천광역시,호구포역점,"인천광역시 남동구 논현동 636-1, 제일프라자 1층 101호",032-428-3522
경상북도,문경모전점,경상북도 문경시 모전로 61,054-552-2080
충청남도,빽다방 빵연구소 아산배방월천점,충청남도 아산시 배방읍 월천2길 96,041-533-3206
전라남도,나주혁신점,전라남도 나주시 상야1길 7,0507-0289-9438
경기도,고양신원당점,"경기도 고양시 덕양구 고양대로1384번길 7-5 (성사동, 서강프라자)",031-969-4246
서울특별시,행당무학점,서울특별시 성동구 행당동 317-63,02-2299-0226
충청남도,아산역점,충남 아산시 배방읍 희망로46번길 19-3 104호,070-8657-0195
인천광역시,인천원창북항점,인천 서구 원창동 381-68 그리니프라자 104호,032-579-8490
충청남도,아산순천향대학교점,충청남도 아산시 신창면 읍내리 582-10,041-910-4999
경기도,용인둔전점,경기도 용인시 처인구 포곡읍 둔전리 155-5,031-333-5388
경기도,일산위시티점,경기 고양시 일산동구 위시티2로11번길 11,0507-0284-4807
서울특별시,금호금남시장점,서울특별시 성동구 금호동 4가 567,02-6015-1838
전라북도,전북부안점,전북 부안군 부안읍 번영로 123,063-582-0817
제주도,서귀포올레중앙점,제주 서귀포시 중정로61번길 19,064-733-4780
인천광역시,갈산역점,인천광역시 부평구 부평대로 293,032-650-5758
광주광역시,광주호남대점,광주광역시 광산구 선운로 8,062-943-2456
전라북도,군산나운점,전라북도 군산시 나운동 95-17,063-462-0724
대구광역시,대구월배점,"대구광역시 달서구 대천동 934번지, 102호",053-632-1010
강원도,강원화천점,강원도 화천군 화천읍 중앙로 9,033-442-7773
경상남도,진주역점,"경상남도 진주시 관문로 7, 율곡스퀘어 프런티어",055-761-9020
서울특별시,신용산해링턴점,서울 용산구 서빙고로 17(한강로3가) 해링턴스퀘어 판매시설동 1층 9호,02-797-9110
서울특별시,장위뉴타운점,서울 성북구 장월로 140 (장위동) 1층,02-941-1016
경기도,안산초지역푸르지오점,경기도 안산시 단원구 화랑로 150(원곡동) 초지역메이저타운 푸르지오-에코상가2동 106호,031-405-1005
전라남도,화순광덕점,전라남도 화순군 화순읍 중앙로 93,061-371-0099
충청북도,청대사거리점,충청북도 청주시 청원구 직지대로 890,043-902-0122
전라북도,전북진안점,전라북도 진안군 진안읍 진무로 1105-1,063-432-0763
경상북도,경산진량점,경상북도 경산시 진량읍 공단1로 2(진량읍 신상리),053-854-8767
인천광역시,부평금호점,인천광역시 부평구 원길로 34,070-7537-2559
경기도,미사스마트밸리점,경기도 하남시 풍산동 490-2(미사강변서로 16) R111호,031-5175-7111
대전광역시,대전판암역점,대전광역시 동구 옥천로 177,042-282-0507
대구광역시,대구동호점,대구광역시 동구 신서동 538-1 동화해오름타운 101동 4호,053-965-2224
인천광역시,부평남부역점,인천광역시 부평구 경인로 948,032-522-0414
대구광역시,대구용산점,대구광역시 달서구 용산서로 9,070-7543-7783
충청남도,아산테크노밸리점,충청남도 아산시 둔포면 석곡리 1671 108호,041-546-8751
경상북도,경주로데오점,경상북도 경주시 계림로 110-2,054-745-6070
경기도,고양향동점,경기도 고양시 덕양구 향동동 꽃마을로 4,070-7819-4494
경상북도,김천구미역점,경상북도 김천시 혁신1로 50 율곡스퀘어 ktx 117호,054-434-0717
전라남도,여수진남관점,전라남도 여수시 동문로 9,061-666-7629
서울특별시,상봉역점,"서울특별시 중랑구 상봉동 113-4, 102호",02-433-0993
서울특별시,송파사거리점,서울시 송파구 가락로 113 금도빌딩 1층,미등록
대전광역시,대전도마네거리점,대전광역시 서구 도산로 38,042-348-1113
광주광역시,광주일곡점,광주광역시 북구 설죽로 516 1층,062-572-6699
전라남도,목포용당점,전라남도 목포시 영산로 257,061-272-0011
전라북도,익산모현점,전라북도 익산시 모현동1가 822,063-854-7700
경기도,수원황골마을점,경기도 수원시 영통구 영통로 511,031-202-5988
경기도,용인동천점,경기도 용인시 수지구 동천동 887번지 1층 108호,031-262-9696
충청남도,서산해미점,충청남도 서산시 해미면 남문2로 123 (읍내리),041-688-8884
충청북도,청주강서점,"충청북도 청주시 흥덕구 강서로 115, 1층 103, 104호",043-237-2326
충청남도,홍성내포청사점,충청남도 홍성군 홍북읍 청사로48번길 4,041-635-0822
충청북도,충북증평점,충북 증평군 증평읍 중앙로 197 1층 102호,043-836-8999
경기도,의정부금오점,경기도 의정부시 청사로47번길 7-24 (금오동),031-851-1800
경기도,김포감정점,경기도 김포시 중봉로 12,031-998-3737
경상남도,진주금산점,경남 진주시 금산면 중천로 80 (장사리),055-758-1428
경상남도,경남함양점,경상남도 함양군 함양읍 용평리 691-3,055-963-0316
서울특별시,도봉구민회관점,서울특별시 도봉구 도봉로 551,02- 902-1711
서울특별시,용답로데오점,서울특별시 성동구 용답중앙15길 18,02-2215-2284
서울특별시,동묘역점,서울시 종로구 종로334,02-745-7080
경기도,군포첨단점,경기도 군포시 번영로 40,031-462-0307
서울특별시,홍대거리점,서울특별시 마포구 어울마당로 75,02-336-3221
경기도,안성중앙로점,경기도 안성시 중앙로379번길 4,031-677-9633
서울특별시,대림역점,서울시 영등포구 도림로 144,02-832-8188
서울특별시,석계중앙점,서울 성북구 한천로78길 63,02-960-7686
전라남도,목포석현점,전라남도 목포시 영산로 626,061-283-2979
경기도,용인구성언남점,"경기도 용인시 기흥구 구성로 102, 1층 114호",031-286-0316
전라남도,무안남악시장점,전라남도 무안군 삼향읍 남악5로48번길 5,061-283-5114
인천광역시,인천가좌점,인천광역시 서구 원적로 96  1층,032-572-9185
경기도,삼미시장점,경기도 시흥시 삼미시장4길 18,070-7537-0726
인천광역시,청라호수공원점,"인천 서구 청라루비로 99 (청라동, 대우메디피아빌딩), 1층 105호",032-561-5989
전라북도,고창군청점,전라북도 고창군 고창읍 읍내리 229-9,063 -561-6333
경상북도,포항우현점,경북 포항시 북구 아치로 9 (우현동) 1층,054-254-0105
세종특별자치시,세종아름점,세종특별자치시 아름동 1293 해피라움 105호,044-715-5699
서울특별시,화양사거리점,서울특별시 성동구 성수동2가 281-16(아차산로17길 57),02-6466-5599
경기도,수지성복점,경기도 용인시 수지구 성복1로 106,031-261-0181
경기도,서정리역점,경기도 평택시 서정동 318-15(정암로 6),031-664-9989
전라남도,나주듀플렉스호텔점,전라남도 나주시 배멧2길 13 듀플렉스호텔 1층,061-332-4502
경상북도,영천시청점,경상북도 영천시 충효로 74,054-337-8045
서울특별시,신정네거리역점,서울시 양천구 중앙로 276 1층,02-2643-0101
전라북도,전주에코시티점,전북 전주시 덕진구 세병로 22 1층 103호,063-275-5632
대전광역시,대전건양대병원점,대전광역시 서구 관저동 1896,042-716-0910
인천광역시,청라좋은병원점,"인천광역시 서구 청라에메랄드로 84, 청라딜라이트2차 104호",032-278-5511
제주도,제주동광육거리점,제주특별자치도 서귀포시 안덕면 신화역사로 502,064-794-0060
제주도,제주연북로점,제주특별자치도 제주시 과원북4길 19 (노형동) 1층,미등록
경기도,태전한아람초점,"경기도 광주시 태봉로 145-1, 1층 104호 (태전동, 세진상가)",031-767-2691
서울특별시,강동구청점,서울시 강동구 성내로3길 1,0507-0288-9558
전라남도,삼호대불점,전라남도 영암군 삼호읍 대불주거5로 6,061-464-9903
전라북도,정읍상동점,전라북도 정읍시 상동 183-5,063-538-6669
충청북도,오창과학단지점,충청북도 청주시 청원구 오창읍 오창중앙로 121,043-212-6441
대구광역시,대구서구청점,대구 서구 죽채보상로 254,070-8877-7979
서울특별시,가오리역점,서울특별시 강북구 수유동 339-6,02-991-0037
충청남도,아산탕정점,충청남도 아산시 탕정면 탕정면로8번길 33-14 (명암리),041-544-2022
충청남도,천안시청점,충청남도 천안시 서북구 불당동 1489(불당25로 208),041-522-6677
경기도,덕양구청점,경기도 고양시 덕양구 화정로 53-1 글로리아 프라자 105호,031-962-1003
강원도,춘천한림대점,강원도 춘천시 삭주로 64 (교동 15-3),033-241-2501
대전광역시,대전중구청점,대전광역시 중구 대흥동 469-5(보문로 258),070-4647-2914
충청남도,아산북수점,"충청남도 아산시 배방읍북수서로 34, 105호",041-910-0410
서울특별시,상도e편한점,서울특별시 동작구 만양로6 이편한세상 상도노빌리티 1층 106호,02-817-5588
전라남도,무안오룡점,"전라남도 무안군 일로읍 오룡중앙둥로 37, 1층 111·112호(오룡 에듀포레 푸르지오)",061-281-7215
경기도,판교역점,"경기도 성남시 분당구 대왕판교로 606번길 31, 1층 104호",031-706-6888
서울특별시,방학역점,서울특별시 도봉구 도봉로 153길 20,02-954-8748
서울특별시,수유역점,서울특별시 강북구 번동 418-3 (도봉로 352),02-998-3344
대전광역시,대전중리점,대전광역시 대덕구 중리북로 41,042-672-2010
인천광역시,영종운서역점,인천광역시 중구 운서동 2803-1,032-746-9274
대전광역시,대전관저더샵점,"대전광역시 서구 관저로 23, 1층 105호(관저동)",042-541-6478
인천광역시,인천계양맛길점,"인천광역시 계양구 도두리로 33, 102호",032-556-0602
경기도,안양박달시장점,경기 안양시 만안구 양화로 130,031-443-1040
충청북도,충북영동점,충청북도 영동군 영동읍 계산로 3,043-742-7890
인천광역시,부평장제로점,"인천광역시 부평구 장제로 99, 벨라루체 104",032-710-2680
경기도,다산롯데캐슬점,"경기도 남양주시 다산중앙로146번길 22 (다산동, 다산진건지구 상업2-6-1)",031) 564-0701
서울특별시,망우역사거리점,"서울특별시 중랑구 망우동 479, 한일씨너스빌리젠시 1단지",02-433-8825
경기도,양주고읍점,경기 양주시 고읍남로 7 센터 656 105호,031-846-4536
서울특별시,세종대후문점,서울특별시 광진구 군자로 108,02-463-6665
경상북도,포항문덕점,"경상북도 포항시 남구 오천읍 원동로 24, 1층",054-293-0333
경기도,서수원홈플러스점,"경기도 수원시 권선구 금곡동 1124-1, 1층  S타워 105호",031-227-9777
경기도,별내북부점,"경기도 남양주시 별내3로 322, 1층 104호",031-527-2389
경기도,김포풍무사거리점,경기도 김포시 풍무로 112,031-998-7545
